setid,Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
FJIHv,0.1,299.258,85,632.8,1.4116,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.1,301.731,85,632.8,1.4107,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.2,290.948,85,632.8,1.4185,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.2,292.679,85,632.8,1.4179,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.2,294.763,85,632.8,1.4171,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.2,296.549,85,632.8,1.4165,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.2,298.671,85,632.8,1.4158,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.2,300.675,85,632.8,1.4151,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.396,290.926,85,632.8,1.4243,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.396,292.671,85,632.8,1.4237,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.396,294.443,85,632.8,1.423,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.396,296.313,85,632.8,1.4224,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.396,298.308,85,632.8,1.4217,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.396,300.612,85,632.8,1.4209,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.498,290.759,85,632.8,1.4264,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.498,292.327,85,632.8,1.4259,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.498,294.006,85,632.8,1.4253,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.498,295.73,85,632.8,1.4248,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.498,297.689,85,632.8,1.4241,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.498,299.743,85,632.8,1.4235,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.598,290.491,85,632.8,1.4284,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.598,292.276,85,632.8,1.4279,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.598,294.074,85,632.8,1.4273,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.598,295.842,85,632.8,1.4268,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.598,297.708,85,632.8,1.4262,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.598,299.741,85,632.8,1.4256,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.697,290.67,85,632.8,1.4299,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.697,292.39,85,632.8,1.4294,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.697,294.117,85,632.8,1.4289,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.697,295.92,85,632.8,1.4283,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.697,297.684,85,632.8,1.4278,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.697,299.585,85,632.8,1.4273,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.797,290.594,85,632.8,1.4313,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.797,292.297,85,632.8,1.4308,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.797,294.092,85,632.8,1.4303,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.797,295.911,85,632.8,1.4299,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.797,297.605,85,632.8,1.4294,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.797,299.585,85,632.8,1.4288,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.898,290.593,85,632.8,1.4327,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.898,292.218,85,632.8,1.4322,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.898,294.056,85,632.8,1.4317,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.898,295.889,85,632.8,1.4312,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.898,297.838,85,632.8,1.4306,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,0.898,299.921,85,632.8,1.43,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,1,290.495,85,632.8,1.4338,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,1,291.873,85,632.8,1.4334,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,1,293.431,85,632.8,1.433,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,1,295.046,85,632.8,1.4325,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,1,296.679,85,632.8,1.4321,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,1,298.41,85,632.8,1.4316,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,1,300.255,85,632.8,1.4311,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
FJIHv,1,302.042,85,632.8,1.4305,Hao et al. (2014),Refractive index,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
