setid,"Temperature, K",Mole fraction of toluene,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ZBOpo,303.15,0.3972,100,1.4521,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,303.15,0.5025,100,1.4565,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,303.15,0.6068,100,1.4615,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,303.15,0.7033,100,1.4669,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,303.15,1,100,1.4909,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,308.15,0,100,1.4393,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,308.15,0.0994,100,1.4415,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,308.15,0.2022,100,1.4442,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,308.15,0.2939,100,1.447,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,308.15,0.3972,100,1.4505,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,308.15,0.5025,100,1.4548,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,308.15,0.6068,100,1.4597,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,308.15,0.7033,100,1.465,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,308.15,1,100,1.4878,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,313.15,0,100,1.4377,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,313.15,0.0994,100,1.4399,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,313.15,0.2022,100,1.4426,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,313.15,0.2939,100,1.4453,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,313.15,0.3972,100,1.4489,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,313.15,0.5025,100,1.4531,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,313.15,0.6068,100,1.4581,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,313.15,0.7033,100,1.4632,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
ZBOpo,313.15,1,100,1.485,Warmiska and Cichowska-Kopczyska (2020),Refractive index,Liquid,AARlpN,Cc1ccccc1,toluene,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,
