setid,"Temperature, K",Weight fraction of methyltriphenylphosphonium bromide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
gWGmx,308.15,0.2998,101,1.51557,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,313.15,0,101,1.46099,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,313.15,0.1578,101,1.48865,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,313.15,0.2306,101,1.50162,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,313.15,0.2998,101,1.51383,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,318.15,0,101,1.45879,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,318.15,0.1578,101,1.4869,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,318.15,0.2306,101,1.49961,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,318.15,0.2998,101,1.51212,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,323.15,0,101,1.4568,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,323.15,0.1578,101,1.48502,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,323.15,0.2306,101,1.49793,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,323.15,0.2998,101,1.5103,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,328.15,0,101,1.45461,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,328.15,0.1578,101,1.48313,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,328.15,0.2306,101,1.49584,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,328.15,0.2998,101,1.5083,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,333.15,0,101,1.45252,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,333.15,0.1578,101,1.48114,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,333.15,0.2306,101,1.4942,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,333.15,0.2998,101,1.50644,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,338.15,0,101,1.45042,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,338.15,0.1578,101,1.47935,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,338.15,0.2306,101,1.49244,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,338.15,0.2998,101,1.50466,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,343.15,0,101,1.44855,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,343.15,0.1578,101,1.47746,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,343.15,0.2306,101,1.49064,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
gWGmx,343.15,0.2998,101,1.50288,Ghaedi et al. (2019),Refractive index,Liquid,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,,,,
