setid,"Temperature, K",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
GIClC,321.377,0.299,85,632.8,1.3978,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,321.4,0.699,85,632.8,1.4102,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,321.457,0.398,85,632.8,1.4021,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,321.582,0.601,85,632.8,1.4083,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,322.416,0.5,85,632.8,1.4054,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,322.779,0.299,85,632.8,1.3972,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,322.787,0.2,85,632.8,1.3912,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,322.971,0.1,85,632.8,1.3826,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,323.229,0.991,85,632.8,1.4134,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,323.304,1,85,632.8,1.4149,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,323.316,0.699,85,632.8,1.4097,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,323.321,0.803,85,632.8,1.4118,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,323.789,0.601,85,632.8,1.4077,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,323.841,0.398,85,632.8,1.4013,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,324.074,0.5,85,632.8,1.4049,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,324.293,0.2,85,632.8,1.3906,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,324.294,0.299,85,632.8,1.3967,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,324.421,0,85,632.8,1.3689,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,324.432,0.1,85,632.8,1.3819,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,324.997,0.601,85,632.8,1.4073,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,325.291,0.991,85,632.8,1.4128,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,325.303,0.699,85,632.8,1.4093,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,325.354,0.803,85,632.8,1.4113,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,325.377,1,85,632.8,1.4143,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,325.781,0.398,85,632.8,1.4007,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,325.808,0.299,85,632.8,1.3963,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,325.825,0.1,85,632.8,1.3814,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,325.92,0.5,85,632.8,1.4043,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,325.951,0.2,85,632.8,1.39,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,327.108,0.699,85,632.8,1.4088,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,327.116,0.803,85,632.8,1.4108,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,327.127,0.601,85,632.8,1.4066,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,327.357,0.2,85,632.8,1.3894,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,327.398,0.991,85,632.8,1.4123,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,327.406,1,85,632.8,1.4138,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,327.474,0.299,85,632.8,1.3957,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,327.718,0.398,85,632.8,1.4,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,327.737,0.5,85,632.8,1.4037,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,327.968,0.1,85,632.8,1.3804,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,328.85,0.601,85,632.8,1.4061,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,329.18,0.2,85,632.8,1.3887,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,329.184,0.1,85,632.8,1.3797,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
GIClC,329.263,0.299,85,632.8,1.3951,Cui et al. (2014),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
