setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bromide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
tqdOx,303.15,0.1002,100,1.4351,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,303.15,0.1999,100,1.4636,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,303.15,0.3002,100,1.4855,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,303.15,0.4,100,1.502,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,303.15,0.5,100,1.5139,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,303.15,0.5999,100,1.5222,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,303.15,0.7002,100,1.5288,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,303.15,0.8,100,1.5349,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,303.15,0.8975,100,1.54,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,303.15,1,100,1.5441,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,308.15,0,100,1.3962,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,308.15,0.1002,100,1.4336,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,308.15,0.1999,100,1.4623,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,308.15,0.3002,100,1.484,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,308.15,0.4,100,1.5007,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,308.15,0.5,100,1.5128,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,308.15,0.5999,100,1.5211,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,308.15,0.7002,100,1.5276,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,308.15,0.8,100,1.5335,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,308.15,0.8975,100,1.5384,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,308.15,1,100,1.5421,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,313.15,0,100,1.3951,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,313.15,0.1002,100,1.4331,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,313.15,0.1999,100,1.4619,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,313.15,0.3002,100,1.4837,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,313.15,0.4,100,1.5003,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,313.15,0.5,100,1.5124,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,313.15,0.5999,100,1.5209,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,313.15,0.7002,100,1.5273,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,313.15,0.8,100,1.5331,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,313.15,0.8975,100,1.5381,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
tqdOx,313.15,1,100,1.5413,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAOgvx,COCCO,2-methoxyethan-1-ol,,,,
