setid,"MolaLity of 1-methyl-3-tetradecylimidazolium bromide, mol/kg","Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
RpDBS,0.002105,308.15,101,1.33142,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.002105,318.15,101,1.32992,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.002368,298.15,101,1.33268,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.002368,308.15,101,1.33144,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.002368,318.15,101,1.32994,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00263,298.15,101,1.3327,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00263,308.15,101,1.33146,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00263,318.15,101,1.32996,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00289,298.15,101,1.33271,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00289,308.15,101,1.33148,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00289,318.15,101,1.32998,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00316,298.15,101,1.33272,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00316,308.15,101,1.33149,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00316,318.15,101,1.32999,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00342,298.15,101,1.33273,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00342,308.15,101,1.3315,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00342,318.15,101,1.33,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00368,298.15,101,1.33274,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00368,308.15,101,1.33152,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00368,318.15,101,1.33001,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00395,298.15,101,1.33275,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00395,308.15,101,1.33153,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00395,318.15,101,1.33003,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00421,298.15,101,1.33276,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00421,308.15,101,1.33154,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00421,318.15,101,1.33005,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00447,298.15,101,1.33278,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00447,308.15,101,1.33155,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
RpDBS,0.00447,318.15,101,1.33006,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AADYJk,O,water,,,,
