setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
VvUCH,308.15,0.3477,100,1.44162,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,308.15,0.4406,100,1.44817,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,308.15,0.5477,100,1.45477,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,308.15,0.6478,100,1.4602,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,308.15,0.7729,100,1.46625,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,308.15,0.8263,100,1.46868,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,308.15,0.8757,100,1.47089,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,308.15,0.9346,100,1.4735,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,308.15,1,100,1.47645,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,318.15,0,100,1.40355,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,318.15,0.0496,100,1.40953,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,318.15,0.0901,100,1.41413,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,318.15,0.1345,100,1.41891,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,318.15,0.1738,100,1.4229,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,318.15,0.2568,100,1.43065,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,318.15,0.3477,100,1.43817,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,318.15,0.4406,100,1.44492,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,318.15,0.5477,100,1.45172,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,318.15,0.6478,100,1.45729,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,318.15,0.7729,100,1.46348,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,318.15,0.8263,100,1.46595,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,318.15,0.8757,100,1.46818,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,318.15,0.9346,100,1.47081,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,318.15,1,100,1.47374,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,328.15,0,100,1.39908,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,328.15,0.0496,100,1.4053,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,328.15,0.0901,100,1.41007,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,328.15,0.1345,100,1.41501,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,328.15,0.1738,100,1.41912,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,328.15,0.2568,100,1.42711,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,328.15,0.3477,100,1.43483,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,328.15,0.4406,100,1.44175,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,328.15,0.5477,100,1.4487,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,328.15,0.6478,100,1.45439,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,328.15,0.7729,100,1.46071,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,328.15,0.8263,100,1.46322,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,328.15,0.8757,100,1.46549,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,328.15,0.9346,100,1.46815,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
VvUCH,328.15,1,100,1.47112,Srinivasa Reddy et al. (2016c),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
