setid,"Temperature, K",Mole fraction of methanol,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
glAmA,298.15,0.9467,101,1.35498,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,298.15,1,101,1.3265,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,303.15,0,101,1.41926,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,303.15,0.0462,101,1.41862,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,303.15,0.0901,101,1.41801,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,303.15,0.1769,101,1.41675,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,303.15,0.2722,101,1.41503,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,303.15,0.3855,101,1.41206,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,303.15,0.568,101,1.4055,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,303.15,0.685,101,1.39832,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,303.15,0.798,101,1.38703,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,303.15,0.8984,101,1.36877,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,303.15,0.9467,101,1.35335,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,303.15,1,101,1.32452,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,308.15,0,101,1.41782,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,308.15,0.0462,101,1.41719,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,308.15,0.0901,101,1.41659,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,308.15,0.1769,101,1.41551,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,308.15,0.2722,101,1.4136,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,308.15,0.3855,101,1.41063,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,308.15,0.568,101,1.404,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,308.15,0.685,101,1.39695,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,308.15,0.798,101,1.38569,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,308.15,0.8984,101,1.36712,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,308.15,0.9467,101,1.35185,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
glAmA,308.15,1,101,1.32254,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAGIBL,CO,methanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
