setid,"Temperature, K",Mole fraction of 2-hydroxyethylammonium lactate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
XaQmJ,298.15,0.9607,101,1.46429,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,298.15,1,101,1.46756,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,303.15,0,101,1.32405,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,303.15,0.0557,101,1.34488,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,303.15,0.1024,101,1.35882,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,303.15,0.2136,101,1.38424,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,303.15,0.3015,101,1.4003,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,303.15,0.4024,101,1.41677,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,303.15,0.5151,101,1.43305,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,303.15,0.6009,101,1.44329,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,303.15,0.6945,101,1.45155,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,303.15,0.8031,101,1.45731,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,303.15,0.9056,101,1.46097,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,303.15,0.9607,101,1.46391,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,303.15,1,101,1.46659,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,308.15,0,101,1.32109,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,308.15,0.0557,101,1.34231,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,308.15,0.1024,101,1.35662,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,308.15,0.2136,101,1.38291,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,308.15,0.3015,101,1.39946,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,308.15,0.4024,101,1.4162,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,308.15,0.5151,101,1.43246,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,308.15,0.6009,101,1.44254,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,308.15,0.6945,101,1.45059,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,308.15,0.8031,101,1.4562,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,308.15,0.9056,101,1.45989,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,308.15,0.9607,101,1.46292,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,308.15,1,101,1.46558,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,313.15,0,101,1.31817,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,313.15,0.0557,101,1.34027,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,313.15,0.1024,101,1.35509,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,313.15,0.2136,101,1.382,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,313.15,0.3015,101,1.39867,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,313.15,0.4024,101,1.41537,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,313.15,0.5151,101,1.43151,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,313.15,0.6009,101,1.4415,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,313.15,0.6945,101,1.44949,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,313.15,0.8031,101,1.45507,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,313.15,0.9056,101,1.45874,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,313.15,0.9607,101,1.46176,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
XaQmJ,313.15,1,101,1.46452,Kurnia et al. (2011b),Refractive index,Liquid,AAGIBL,CO,methanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,
