setid,"Temperature, K",Mole fraction of ammonium acetate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
iMNnC,303.15,0.1703,101,1.49458,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,303.15,0.2498,101,1.49235,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,303.15,0.328,101,1.48971,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,303.15,0.4491,101,1.48482,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,308.15,0,101,1.49732,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,308.15,0.0503,101,1.49617,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,308.15,0.0999,101,1.49505,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,308.15,0.1703,101,1.49322,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,308.15,0.2498,101,1.49097,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,308.15,0.328,101,1.48839,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,308.15,0.4491,101,1.4835,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,313.15,0,101,1.49597,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,313.15,0.0503,101,1.49483,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,313.15,0.0999,101,1.49366,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,313.15,0.1703,101,1.49182,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,313.15,0.2498,101,1.48959,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,313.15,0.328,101,1.487,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,313.15,0.4491,101,1.48217,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,318.15,0,101,1.49465,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,318.15,0.0503,101,1.49344,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,318.15,0.0999,101,1.49228,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,318.15,0.1703,101,1.4904,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,318.15,0.2498,101,1.48822,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,318.15,0.328,101,1.48561,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,318.15,0.4491,101,1.48081,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,323.15,0,101,1.49331,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,323.15,0.0503,101,1.49205,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,323.15,0.0999,101,1.49085,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,323.15,0.1703,101,1.48902,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,323.15,0.2498,101,1.48677,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,323.15,0.328,101,1.48419,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
iMNnC,323.15,0.4491,101,1.47942,Oliveira et al. (2015),Refractive index,Liquid,AAOqAs,CC(=O)[O-].[NH4+],ammonium acetate,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
