setid,"Temperature, K","MolaLity of 2-aminoacetic acid, mol/kg","Solvent: MolaLity of 1-butyl-3-methylimidazolium ibuprofenate, mol/kg","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
NZdgI,288.15,0.208,0.1109,86.8,1.3419,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.2082,0.264,86.8,1.3538,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.2486,0,86.8,1.3359,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.2518,0.264,86.8,1.3543,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.252,0.1109,86.8,1.3425,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.2569,0.1801,86.8,1.3479,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.297,0.1109,86.8,1.3432,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.3032,0,86.8,1.3366,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.3072,0.1801,86.8,1.3486,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.3115,0.264,86.8,1.355,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.3499,0.1109,86.8,1.3439,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.3502,0.1801,86.8,1.3492,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.3532,0,86.8,1.3372,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.3535,0.264,86.8,1.3555,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.3934,0.1801,86.8,1.3498,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.3997,0.1109,86.8,1.3446,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.4003,0,86.8,1.3377,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.4008,0.264,86.8,1.3561,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.4462,0.1801,86.8,1.3505,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.4467,0.1109,86.8,1.3453,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.4472,0.264,86.8,1.3566,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,288.15,0.4498,0,86.8,1.3383,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0,0,86.8,1.3322,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0,0.1109,86.8,1.3396,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0,0.1801,86.8,1.3447,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0,0.264,86.8,1.35,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.1011,0,86.8,1.3336,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.1075,0.1801,86.8,1.345,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.114,0.1109,86.8,1.3397,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.1163,0.264,86.8,1.3517,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.1422,0,86.8,1.334,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.1501,0.1801,86.8,1.3456,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.1537,0.1109,86.8,1.3402,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.1545,0.264,86.8,1.3522,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.1964,0,86.8,1.3346,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.2013,0.1801,86.8,1.3463,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.208,0.1109,86.8,1.341,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.2082,0.264,86.8,1.3529,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.2486,0,86.8,1.3352,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.2518,0.264,86.8,1.3534,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.252,0.1109,86.8,1.3415,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.2569,0.1801,86.8,1.347,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.297,0.1109,86.8,1.3421,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.3032,0,86.8,1.3358,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.3072,0.1801,86.8,1.3476,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.3115,0.264,86.8,1.3541,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.3499,0.1109,86.8,1.3428,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.3502,0.1801,86.8,1.3482,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.3532,0,86.8,1.3365,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.3535,0.264,86.8,1.3546,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.3934,0.1801,86.8,1.3488,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.3997,0.1109,86.8,1.3434,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.4003,0,86.8,1.3371,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.4008,0.264,86.8,1.3551,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.4462,0.1801,86.8,1.3495,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.4467,0.1109,86.8,1.344,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.4472,0.264,86.8,1.3557,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,298.15,0.4498,0,86.8,1.3377,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,308.15,0,0,86.8,1.3314,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,308.15,0,0.1109,86.8,1.338,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,308.15,0,0.1801,86.8,1.3427,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,308.15,0,0.264,86.8,1.348,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,308.15,0.1011,0,86.8,1.3323,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,308.15,0.1075,0.1801,86.8,1.3441,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,308.15,0.114,0.1109,86.8,1.3386,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,308.15,0.1163,0.264,86.8,1.3503,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,308.15,0.1422,0,86.8,1.3329,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
NZdgI,308.15,0.1501,0.1801,86.8,1.3446,Shekaari et al. (2016c),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate,
