setid,Weight fraction of N-pentadecyl-N-methylmorpholinium bromide,"Temperature, K","MolaRity of 1-methyl-3-tetradecylimidazolium bromide, mol/dm3","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
qSPlK,0.001,293.15,0.00079,101,1.33321,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,293.15,0.00132,101,1.33324,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,293.15,0.00184,101,1.33326,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,293.15,0.00237,101,1.33328,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,293.15,0.00289,101,1.33329,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,293.15,0.00342,101,1.33331,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,293.15,0.00395,101,1.33333,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,293.15,0.00447,101,1.33335,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,298.15,0.00026,101,1.33268,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,298.15,0.00079,101,1.33271,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,298.15,0.00132,101,1.33274,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,298.15,0.00184,101,1.33276,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,298.15,0.00237,101,1.33278,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,298.15,0.00289,101,1.33281,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,298.15,0.00342,101,1.33283,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,298.15,0.00395,101,1.33285,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,298.15,0.00447,101,1.33287,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,303.15,0.00026,101,1.33208,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,303.15,0.00079,101,1.33211,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,303.15,0.00132,101,1.33214,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,303.15,0.00184,101,1.33216,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,303.15,0.00237,101,1.33218,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,303.15,0.00289,101,1.33221,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,303.15,0.00342,101,1.33223,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,303.15,0.00395,101,1.33225,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,303.15,0.00447,101,1.33227,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,308.15,0.00026,101,1.33139,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,308.15,0.00079,101,1.33142,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,308.15,0.00132,101,1.33146,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,308.15,0.00184,101,1.33148,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,308.15,0.00237,101,1.3315,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,308.15,0.00289,101,1.33152,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,308.15,0.00342,101,1.33154,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,308.15,0.00395,101,1.33156,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,308.15,0.00447,101,1.33158,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
