setid,"Temperature, K",Mole fraction of 3-butyl-1-methyl-1H-imidazolium L-alaninate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ywoUP,303.15,0.8015,101,1.5206,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,303.15,0.9026,101,1.5186,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,308.15,0.1012,101,1.5308,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,308.15,0.1939,101,1.5295,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,308.15,0.3103,101,1.5277,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,308.15,0.3971,101,1.5263,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,308.15,0.4864,101,1.5247,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,308.15,0.6015,101,1.5226,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,308.15,0.6945,101,1.5209,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,308.15,0.8015,101,1.5189,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,308.15,0.9026,101,1.517,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,313.15,0.1012,101,1.5286,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,313.15,0.1939,101,1.5273,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,313.15,0.3103,101,1.5256,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,313.15,0.3971,101,1.5242,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,313.15,0.4864,101,1.5227,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,313.15,0.6015,101,1.5206,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,313.15,0.6945,101,1.5189,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,313.15,0.8015,101,1.517,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
ywoUP,313.15,0.9026,101,1.5152,Yu et al. (2011a),Refractive index,Liquid,AAUpwm,OCc1ccccc1,benzenemethanol,AArlzo,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],3-butyl-1-methyl-1H-imidazolium L-alaninate,,,,
