setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
XJzkD,283.005,1,82,632.8,1.4307,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,283.863,0,82,632.8,1.3798,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,284.425,0.7,82,632.8,1.4242,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,284.43,0.899,82,632.8,1.4285,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,284.648,1,82,632.8,1.4303,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,284.696,0.802,82,632.8,1.4265,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,284.719,0.598,82,632.8,1.4214,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,284.852,0.395,82,632.8,1.4136,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,284.852,0.5,82,632.8,1.418,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,285.953,0.7,82,632.8,1.4238,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,286.2,0.3,82,632.8,1.4083,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,286.245,0,82,632.8,1.3787,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,286.268,1,82,632.8,1.4298,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,286.496,0.899,82,632.8,1.428,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,286.642,0.802,82,632.8,1.4259,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,286.79,0.598,82,632.8,1.4207,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,286.895,0.5,82,632.8,1.4174,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,286.897,0.395,82,632.8,1.4129,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,287.911,1,82,632.8,1.4294,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,288.015,0.7,82,632.8,1.4232,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,288.246,0.3,82,632.8,1.4076,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,288.576,0.899,82,632.8,1.4274,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,288.889,0.5,82,632.8,1.4168,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,288.893,0.598,82,632.8,1.4201,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,288.932,0.395,82,632.8,1.4123,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,288.993,0,82,632.8,1.3776,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,289.188,0.802,82,632.8,1.4252,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,289.584,0.2,82,632.8,1.4002,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,289.625,1,82,632.8,1.4289,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,290.108,0.7,82,632.8,1.4226,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,290.336,0.3,82,632.8,1.407,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,290.594,0.899,82,632.8,1.4269,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,290.857,0.5,82,632.8,1.4162,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,290.894,0.395,82,632.8,1.4117,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,290.954,0.598,82,632.8,1.4195,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,291.112,0.2,82,632.8,1.3998,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,291.193,1,82,632.8,1.4285,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,291.287,0.802,82,632.8,1.4246,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,291.345,0.1,82,632.8,1.3901,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,291.408,0,82,632.8,1.3765,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,292.13,0.7,82,632.8,1.422,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,292.694,0.2,82,632.8,1.3992,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,292.901,0.3,82,632.8,1.4061,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,292.994,0.598,82,632.8,1.4189,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,293.029,0.5,82,632.8,1.4155,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,293.032,0.395,82,632.8,1.4111,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,293.406,0.1,82,632.8,1.3894,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,294.232,0.2,82,632.8,1.3987,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,294.984,0.3,82,632.8,1.4055,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,295.098,0.395,82,632.8,1.4104,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,295.472,0.1,82,632.8,1.3887,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,295.787,0.2,82,632.8,1.3982,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,297.046,0.3,82,632.8,1.4048,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,297.138,0.2,82,632.8,1.3977,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,297.55,0.1,82,632.8,1.3879,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,299.591,0.1,82,632.8,1.3872,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
XJzkD,301.735,0.1,82,632.8,1.3864,Zhang et al. (2016f),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
