setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
rDTMg,308.15,0.903,101,1.42995,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,308.15,1,101,1.42791,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,313.15,0,101,1.46105,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,313.15,0.1176,101,1.45575,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,313.15,0.2072,101,1.45138,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,313.15,0.3065,101,1.4469,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,313.15,0.4064,101,1.44284,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,313.15,0.5051,101,1.43934,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,313.15,0.6084,101,1.43609,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,313.15,0.7091,101,1.43327,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,313.15,0.808,101,1.43078,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,313.15,0.903,101,1.42866,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,313.15,1,101,1.42666,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,318.15,0,101,1.45897,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,318.15,0.1176,101,1.4539,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,318.15,0.2072,101,1.44962,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,318.15,0.3065,101,1.44526,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,318.15,0.4064,101,1.44127,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,318.15,0.5051,101,1.43782,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,318.15,0.6084,101,1.43462,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,318.15,0.7091,101,1.43183,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,318.15,0.808,101,1.42937,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,318.15,0.903,101,1.42729,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,318.15,1,101,1.42533,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,323.15,0,101,1.45695,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,323.15,0.1176,101,1.4521,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,323.15,0.2072,101,1.44793,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,323.15,0.3065,101,1.44369,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,323.15,0.4064,101,1.43979,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,323.15,0.5051,101,1.43638,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,323.15,0.6084,101,1.43322,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,323.15,0.7091,101,1.43047,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,323.15,0.808,101,1.42804,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,323.15,0.903,101,1.42601,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
rDTMg,323.15,1,101,1.42409,Akbar and Murugesan (2013),Refractive index,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
