setid,Weight fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
cLrmw,0.286,314.394,101,632.8,1.4275,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.286,315.792,101,632.8,1.4271,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.286,317.348,101,632.8,1.4266,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.381,309.264,101,632.8,1.4264,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.381,310.639,101,632.8,1.426,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.381,312.315,101,632.8,1.4255,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.381,313.793,101,632.8,1.4251,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.381,315.655,101,632.8,1.4246,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.381,317.383,101,632.8,1.4241,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.484,306.699,101,632.8,1.4247,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.484,308.217,101,632.8,1.4243,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.484,309.725,101,632.8,1.4238,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.484,311.331,101,632.8,1.4234,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.484,312.876,101,632.8,1.4229,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.484,314.312,101,632.8,1.4225,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.579,304.22,101,632.8,1.4237,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.579,306.241,101,632.8,1.4231,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.579,308.275,101,632.8,1.4225,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.579,310.223,101,632.8,1.422,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.579,312.195,101,632.8,1.4214,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.579,314.294,101,632.8,1.4208,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.686,303.255,101,632.8,1.4223,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.686,305.261,101,632.8,1.4218,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.686,307.292,101,632.8,1.4212,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.686,309.202,101,632.8,1.4207,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.686,311.217,101,632.8,1.4202,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.686,313.283,101,632.8,1.4196,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.786,301.241,101,632.8,1.4216,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.786,303.162,101,632.8,1.4211,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.786,304.235,101,632.8,1.4208,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.786,307.212,101,632.8,1.42,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.786,309.241,101,632.8,1.4195,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.786,311.854,101,632.8,1.4188,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.894,296.244,101,632.8,1.4221,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.894,298.195,101,632.8,1.4216,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.894,300.129,101,632.8,1.4211,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.894,302.155,101,632.8,1.4206,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.894,304.141,101,632.8,1.42,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cLrmw,0.894,306.686,101,632.8,1.4194,Lv et al. (2010),Refractive index,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
