setid,Mole fraction of methyl ethanoate,Mole fraction of methanol,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
lwCXz,0.1609,0.5034,298.15,101,1.4142,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.1684,0.6633,298.15,101,1.39676,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.1752,0.5803,298.15,101,1.40642,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.1783,0.1648,298.15,101,1.42684,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.1936,0.2411,298.15,101,1.42434,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.1967,0.723,298.15,101,1.37721,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.2026,0.0822,298.15,101,1.42795,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.2047,0.6344,298.15,101,1.3956,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.2104,0.4736,298.15,101,1.41261,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.2174,0.5506,298.15,101,1.40527,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.2304,0.3106,298.15,101,1.42041,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.235,0.1534,298.15,101,1.42553,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.242,0.3788,298.15,101,1.41671,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.2485,0.2247,298.15,101,1.42297,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.2826,0.5722,298.15,101,1.39315,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.2875,0.6413,298.15,101,1.37556,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.3026,0.3485,298.15,101,1.41448,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.3079,0.1388,298.15,101,1.42386,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.3093,0.0712,298.15,101,1.42544,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.3124,0.4838,298.15,101,1.40172,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.3188,0.4086,298.15,101,1.40893,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.3216,0.2738,298.15,101,1.41758,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.3245,0.202,298.15,101,1.42073,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.3837,0.5547,298.15,101,1.37393,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.4017,0.4209,298.15,101,1.39837,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.4026,0.3584,298.15,101,1.4058,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.4038,0.0615,298.15,101,1.42279,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.405,0.4746,298.15,101,1.38895,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.4081,0.2389,298.15,101,1.41464,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.4122,0.2937,298.15,101,1.41065,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.4285,0.1146,298.15,101,1.41972,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.4453,0.1659,298.15,101,1.41645,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.4919,0.1019,298.15,101,1.41749,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.4928,0.4045,298.15,101,1.38589,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.4944,0.4551,298.15,101,1.37136,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.5013,0.0514,298.15,101,1.41909,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.5042,0.2974,298.15,101,1.40125,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.5049,0.3484,298.15,101,1.39398,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.5062,0.2468,298.15,101,1.40635,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.5071,0.1989,298.15,101,1.41049,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.5114,0.1461,298.15,101,1.41375,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.5755,0.3821,298.15,101,1.36966,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.5872,0.0426,298.15,101,1.41512,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.5947,0.2432,298.15,101,1.39647,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.5963,0.322,298.15,101,1.38168,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.5976,0.2831,298.15,101,1.3895,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.5995,0.1617,298.15,101,1.4054,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.6063,0.1967,298.15,101,1.40103,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
lwCXz,0.6067,0.1176,298.15,101,1.40911,Andreatta et al. (2009b),Refractive index,Liquid,AAGIBL,CO,methanol,AAOMHN,COC(C)=O,methyl ethanoate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
