setid,"Temperature, K","MolaLity of thiophene, mol/kg","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
tEJJb,298.15,0.032,86.5,1.5213,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,298.15,0.0435,86.5,1.521,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,298.15,0.0556,86.5,1.5207,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,298.15,0.0663,86.5,1.5203,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,298.15,0.0821,86.5,1.52,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,298.15,0.0923,86.5,1.5197,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,298.15,0.107,86.5,1.5193,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,298.15,0.1464,86.5,1.5187,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,298.15,0.1765,86.5,1.5181,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,303.15,0,86.5,1.5206,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,303.15,0.0087,86.5,1.5205,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,303.15,0.022,86.5,1.5202,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,303.15,0.032,86.5,1.5199,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,303.15,0.0435,86.5,1.5196,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,303.15,0.0556,86.5,1.5192,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,303.15,0.0663,86.5,1.5189,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,303.15,0.0821,86.5,1.5185,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,303.15,0.0923,86.5,1.5182,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,303.15,0.107,86.5,1.5179,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,303.15,0.1464,86.5,1.5171,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
tEJJb,303.15,0.1765,86.5,1.5166,Shekaari et al. (2016a),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,
