setid,"Temperature, K",Mole fraction of ethanol,Mole fraction of 1-methyl-3-octylimidazolium bromide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
EveVT,298.2,0.523,0.3,101.3,1.4855,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,298.2,0.5619,0.25,101.3,1.48,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,298.2,0.5997,0.2,101.3,1.466,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,298.2,0.6369,0.15,101.3,1.4625,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,298.2,0.6741,0.1,101.3,1.4405,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,308.2,0.175,0.3,101.3,1.4685,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,308.2,0.1869,0.25,101.3,1.4615,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,308.2,0.1996,0.2,101.3,1.449,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,308.2,0.2121,0.15,101.3,1.4375,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,308.2,0.225,0.1,101.3,1.423,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,308.2,0.3498,0.3,101.3,1.4775,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,308.2,0.3746,0.25,101.3,1.4665,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,308.2,0.3992,0.2,101.3,1.456,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,308.2,0.4249,0.15,101.3,1.445,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,308.2,0.45,0.1,101.3,1.429,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,308.2,0.523,0.3,101.3,1.483,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,308.2,0.5619,0.25,101.3,1.476,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,308.2,0.5997,0.2,101.3,1.4645,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,308.2,0.6369,0.15,101.3,1.459,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,308.2,0.6741,0.1,101.3,1.4325,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,318.2,0.175,0.3,101.3,1.4685,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,318.2,0.1869,0.25,101.3,1.4615,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,318.2,0.1996,0.2,101.3,1.449,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,318.2,0.2121,0.15,101.3,1.4375,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,318.2,0.225,0.1,101.3,1.423,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,318.2,0.3498,0.3,101.3,1.4775,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,318.2,0.3746,0.25,101.3,1.4665,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,318.2,0.3992,0.2,101.3,1.456,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,318.2,0.4249,0.15,101.3,1.445,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,318.2,0.45,0.1,101.3,1.429,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,318.2,0.523,0.3,101.3,1.483,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,318.2,0.5619,0.25,101.3,1.476,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,318.2,0.5997,0.2,101.3,1.4645,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,318.2,0.6369,0.15,101.3,1.459,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
EveVT,318.2,0.6741,0.1,101.3,1.4325,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,AADYJk,O,water,
