setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bromide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
HyukL,303.15,0.7002,100,1.5279,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,303.15,0.8003,100,1.5338,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,303.15,0.8978,100,1.5393,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,303.15,1,100,1.5441,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,308.15,0,100,1.413,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,308.15,0.1007,100,1.4425,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,308.15,0.2003,100,1.4661,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,308.15,0.3007,100,1.4859,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,308.15,0.4003,100,1.5019,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,308.15,0.5,100,1.5129,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,308.15,0.5992,100,1.5202,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,308.15,0.7002,100,1.5269,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,308.15,0.8003,100,1.5328,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,308.15,0.8978,100,1.538,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,308.15,1,100,1.5421,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,313.15,0,100,1.4111,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,313.15,0.1007,100,1.4415,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,313.15,0.2003,100,1.4655,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,313.15,0.3007,100,1.4854,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,313.15,0.4003,100,1.5015,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,313.15,0.5,100,1.5126,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,313.15,0.5992,100,1.5199,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,313.15,0.7002,100,1.5265,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,313.15,0.8003,100,1.5324,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,313.15,0.8978,100,1.5377,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
HyukL,313.15,1,100,1.5413,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAWlvl,CCCCOCCO,2-butoxyethan-1-ol,,,,
