setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
SnXRj,308.15,0.9526,101.3,1.423,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,308.15,1,101.3,1.4231,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,313.15,0,101.3,1.3626,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,313.15,0.0512,101.3,1.3744,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,313.15,0.101,101.3,1.3836,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,313.15,0.1495,101.3,1.3907,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,313.15,0.1945,101.3,1.3959,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,313.15,0.2994,101.3,1.4042,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,313.15,0.3999,101.3,1.4089,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,313.15,0.4976,101.3,1.4119,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,313.15,0.5842,101.3,1.414,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,313.15,0.6886,101.3,1.4166,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,313.15,0.7475,101.3,1.418,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,313.15,0.8014,101.3,1.4193,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,313.15,0.889,101.3,1.4208,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,313.15,0.9526,101.3,1.4213,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,313.15,1,101.3,1.421,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,318.15,0,101.3,1.3601,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,318.15,0.0512,101.3,1.3724,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,318.15,0.101,101.3,1.3819,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,318.15,0.1495,101.3,1.3892,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,318.15,0.1945,101.3,1.3946,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,318.15,0.2994,101.3,1.403,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,318.15,0.3999,101.3,1.4077,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,318.15,0.4976,101.3,1.4107,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,318.15,0.5842,101.3,1.4128,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,318.15,0.6886,101.3,1.4154,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,318.15,0.7475,101.3,1.4168,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,318.15,0.8014,101.3,1.4181,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,318.15,0.889,101.3,1.4196,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,318.15,0.9526,101.3,1.4199,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,318.15,1,101.3,1.4195,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,323.15,0,101.3,1.3586,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,323.15,0.0512,101.3,1.3719,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,323.15,0.101,101.3,1.3817,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,323.15,0.1495,101.3,1.3893,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,323.15,0.1945,101.3,1.3948,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,323.15,0.2994,101.3,1.4033,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,323.15,0.3999,101.3,1.4078,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,323.15,0.4976,101.3,1.4106,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,323.15,0.5842,101.3,1.4126,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,323.15,0.6886,101.3,1.4149,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,323.15,0.7475,101.3,1.4162,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,323.15,0.8014,101.3,1.4172,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,323.15,0.889,101.3,1.4185,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,323.15,0.9526,101.3,1.4183,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
SnXRj,323.15,1,101.3,1.4173,Rao et al. (2017b),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AARQqy,COC(=O)OC,dimethyl carbonate,,,,
