setid,"Temperature, K",Mole fraction of N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
wvgIH,303.15,0.8999,100,1.5123,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,303.15,1,100,1.5159,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,308.15,0,100,1.336,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,308.15,0.1001,100,1.3958,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,308.15,0.2,100,1.4309,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,308.15,0.3,100,1.4529,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,308.15,0.4,100,1.4701,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,308.15,0.5002,100,1.483,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,308.15,0.6002,100,1.4928,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,308.15,0.7001,100,1.5004,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,308.15,0.8,100,1.5061,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,308.15,0.8999,100,1.5111,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,308.15,1,100,1.5148,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,313.15,0,100,1.3341,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,313.15,0.1001,100,1.3939,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,313.15,0.2,100,1.4288,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,313.15,0.3,100,1.4512,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,313.15,0.4,100,1.4679,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,313.15,0.5002,100,1.4812,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,313.15,0.6002,100,1.4912,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,313.15,0.7001,100,1.4989,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,313.15,0.8,100,1.5048,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,313.15,0.8999,100,1.5098,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,313.15,1,100,1.5138,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,318.15,0,100,1.3319,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,318.15,0.1001,100,1.3918,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,318.15,0.2,100,1.427,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,318.15,0.3,100,1.4497,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,318.15,0.4,100,1.4671,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,318.15,0.5002,100,1.4799,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,318.15,0.6002,100,1.4895,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,318.15,0.7001,100,1.4975,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,318.15,0.8,100,1.5032,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,318.15,0.8999,100,1.5082,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
wvgIH,318.15,1,100,1.5126,Fang et al. (2022),Refractive index,Liquid,AAoWKo,[N-](C#N)C#N.COCC[N+]1(CCCC1)C,N-(2-methoxyethyl)-N-methylpyrrolidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,,
