setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium chloride,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
zDchh,308.15,0.0752,101,1.4419,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,308.15,0.0867,101,1.44372,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,308.15,0.0988,101,1.44678,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,308.15,0.1107,101,1.44907,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,308.15,0.1232,101,1.45167,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,308.15,0.1361,101,1.45406,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,308.15,0.1489,101,1.45621,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,308.15,0.1626,101,1.45888,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,308.15,0.1759,101,1.46102,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,318.15,0,101,1.41909,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,318.15,0.0102,101,1.42218,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,318.15,0.0203,101,1.4245,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,318.15,0.031,101,1.4275,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,318.15,0.0417,101,1.42977,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,318.15,0.0524,101,1.43252,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,318.15,0.0635,101,1.43477,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,318.15,0.0752,101,1.43765,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,318.15,0.0867,101,1.43964,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,318.15,0.0988,101,1.44253,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,318.15,0.1107,101,1.445,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,318.15,0.1232,101,1.44746,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,318.15,0.1361,101,1.44986,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,318.15,0.1489,101,1.45192,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,318.15,0.1626,101,1.45477,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
zDchh,318.15,0.1759,101,1.45679,Yan et al. (2014b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,,
