setid,"Temperature, K",Weight fraction of 1-butyl-3-methylimidazolium chloride,Weight fraction of cesium chloride,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
LrjLu,298.15,0.0209,0.03,101,1.33842,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0209,0.06,101,1.34122,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0313,0.03,101,1.34028,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0313,0.06,101,1.34294,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0314,0,101,1.33767,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.041,0.5987,101,1.42142,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0418,0.03,101,1.34226,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0419,0,101,1.33941,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.042,0.06,101,1.34477,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0512,0.06,101,1.34663,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0522,0.03,101,1.3438,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0523,0,101,1.34118,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0627,0,101,1.34291,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0627,0.03,101,1.34555,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0627,0.06,101,1.34847,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0731,0.06,101,1.35031,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0732,0,101,1.34476,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0732,0.03,101,1.34744,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.083,0.06,101,1.35198,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0836,0,101,1.34658,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0837,0.03,101,1.34964,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0941,0,101,1.34821,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0941,0.06,101,1.35394,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0942,0.03,101,1.35103,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.0963,0.5196,101,1.42416,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.1045,0,101,1.35001,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.1045,0.03,101,1.35329,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.1045,0.06,101,1.35575,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.1654,0.4386,101,1.42811,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.262,0.3446,101,1.43374,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.3815,0.2475,101,1.44148,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.5249,0.1361,101,1.45247,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.6717,0.0434,101,1.46797,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,298.15,0.799,0.0078,101,1.48558,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,308.15,0.0382,0.606,101,1.42188,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,308.15,0.0929,0.5386,101,1.42484,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,308.15,0.1644,0.4583,101,1.42769,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,308.15,0.2573,0.3612,101,1.43348,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,308.15,0.3769,0.2581,101,1.44119,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,308.15,0.5182,0.1494,101,1.45158,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,308.15,0.6711,0.0527,101,1.46649,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
LrjLu,308.15,0.7994,0.0081,101,1.48375,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,
