setid,"Temperature, K",Mole fraction of water,Mole fraction of 1-ethyl-3-methylimidazolium bromide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
nFzaX,298.2,0.5398,0.2002,100,1.4535,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,298.2,0.6773,0.0999,100,1.4255,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,308.2,0.2232,0.0998,100,1.4125,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,308.2,0.2314,0.2989,100,1.462,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,308.2,0.2511,0.2493,100,1.454,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,308.2,0.264,0.1996,100,1.4425,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,308.2,0.3051,0.1489,100,1.43,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,308.2,0.3372,0.3054,100,1.4745,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,308.2,0.3799,0.2503,100,1.4635,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,308.2,0.3984,0.2018,100,1.448,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,308.2,0.425,0.1511,100,1.4255,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,308.2,0.4489,0.1004,100,1.408,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,308.2,0.466,0.3015,100,1.4765,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,308.2,0.4712,0.1498,100,1.4315,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,308.2,0.498,0.2468,100,1.4655,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,308.2,0.5398,0.2002,100,1.447,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,308.2,0.6773,0.0999,100,1.4195,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,318.2,0.2232,0.3054,100,1.4675,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,318.2,0.2314,0.2493,100,1.4505,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,318.2,0.2511,0.1996,100,1.438,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,318.2,0.264,0.1498,100,1.4265,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,318.2,0.3051,0.0998,100,1.405,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,318.2,0.3372,0.1004,100,1.4025,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,318.2,0.3799,0.2503,100,1.4565,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,318.2,0.3984,0.2018,100,1.443,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,318.2,0.425,0.1511,100,1.4204,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,318.2,0.4489,0.1004,100,1.4025,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,318.2,0.466,0.2468,100,1.457,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,318.2,0.4712,0.0999,100,1.4155,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,318.2,0.498,0.2002,100,1.44,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,318.2,0.5398,0.1489,100,1.4235,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
nFzaX,318.2,0.6773,0.3015,100,1.4695,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
