setid,Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
PQujK,0.2,307.921,85,632.8,1.417,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.2,309.185,85,632.8,1.4165,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.3,305.003,85,632.8,1.4202,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.3,305.93,85,632.8,1.4199,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.3,307.075,85,632.8,1.4196,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.3,308.702,85,632.8,1.419,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.3,310.591,85,632.8,1.4184,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.3,312.145,85,632.8,1.4179,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.4,304.539,85,632.8,1.4225,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.4,305.734,85,632.8,1.4221,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.4,307.233,85,632.8,1.4216,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.4,308.742,85,632.8,1.4211,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.4,310.6,85,632.8,1.4204,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.4,312.144,85,632.8,1.4199,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.497,304.54,85,632.8,1.4239,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.497,305.694,85,632.8,1.4236,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.497,307.733,85,632.8,1.4229,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.497,309.129,85,632.8,1.4225,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.497,310.773,85,632.8,1.422,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.497,312.903,85,632.8,1.4214,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.6,305.516,85,632.8,1.4251,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.6,307.037,85,632.8,1.4247,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.6,308.592,85,632.8,1.4242,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.6,310.016,85,632.8,1.4237,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.6,311.645,85,632.8,1.4233,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.6,312.903,85,632.8,1.4229,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.699,305.516,85,632.8,1.4263,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.699,306.677,85,632.8,1.426,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.699,308.252,85,632.8,1.4255,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.699,309.718,85,632.8,1.4251,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.699,311.292,85,632.8,1.4246,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.699,312.807,85,632.8,1.4242,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.798,308.374,85,632.8,1.4267,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.798,309.66,85,632.8,1.4264,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.798,310.635,85,632.8,1.4261,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.798,312.151,85,632.8,1.4257,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.798,313.812,85,632.8,1.4253,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.798,315.282,85,632.8,1.4248,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.891,307.1,85,632.8,1.428,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.891,308.754,85,632.8,1.4276,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.891,310.189,85,632.8,1.4272,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.891,311.308,85,632.8,1.4268,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.891,313.38,85,632.8,1.4263,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,0.891,315.282,85,632.8,1.4258,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,1,294.372,85,632.8,1.4327,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,1,295.863,85,632.8,1.4323,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,1,297.207,85,632.8,1.4319,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,1,298.932,85,632.8,1.4313,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,1,300.672,85,632.8,1.4309,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,1,302.95,85,632.8,1.4303,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,1,304.598,85,632.8,1.4298,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
PQujK,1,306.242,85,632.8,1.4293,Hao et al. (2014),Refractive index,Liquid,AAThYT,CCCCCCO,hexan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
