setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium thiocyanate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
xIQiQ,298.15,0.7996,81.5,1.5205,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,298.15,0.8987,81.5,1.52901,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,298.15,1,81.5,1.53744,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,308.15,0,81.5,1.40842,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,308.15,0.1011,81.5,1.42757,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,308.15,0.2003,81.5,1.4445,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,308.15,0.2992,81.5,1.46051,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,308.15,0.3988,81.5,1.4746,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,308.15,0.4964,81.5,1.48714,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,308.15,0.6029,81.5,1.49917,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,308.15,0.6993,81.5,1.50891,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,308.15,0.7996,81.5,1.51831,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,308.15,0.8987,81.5,1.52622,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,308.15,1,81.5,1.53433,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,318.15,0,81.5,1.40362,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,318.15,0.1011,81.5,1.42357,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,318.15,0.2003,81.5,1.4415,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,318.15,0.2992,81.5,1.45831,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,318.15,0.3988,81.5,1.47283,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,318.15,0.4964,81.5,1.48563,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,318.15,0.6029,81.5,1.49707,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,318.15,0.6993,81.5,1.50681,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,318.15,0.7996,81.5,1.51601,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,318.15,0.8987,81.5,1.524,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,318.15,1,81.5,1.53153,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,328.15,0,81.5,1.39951,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,328.15,0.1011,81.5,1.42004,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,328.15,0.2003,81.5,1.4383,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,328.15,0.2992,81.5,1.4555,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,328.15,0.3988,81.5,1.47013,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,328.15,0.4964,81.5,1.4836,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,328.15,0.6029,81.5,1.49535,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,328.15,0.6993,81.5,1.50506,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,328.15,0.7996,81.5,1.51398,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,328.15,0.8987,81.5,1.5212,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,328.15,1,81.5,1.52798,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,338.15,0,81.5,1.3949,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,338.15,0.1011,81.5,1.41704,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,338.15,0.2003,81.5,1.4359,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,338.15,0.2992,81.5,1.45359,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,338.15,0.3988,81.5,1.46861,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,338.15,0.4964,81.5,1.48185,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,338.15,0.6029,81.5,1.49353,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,338.15,0.6993,81.5,1.50275,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,338.15,0.7996,81.5,1.51189,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,338.15,0.8987,81.5,1.519,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
xIQiQ,338.15,1,81.5,1.52523,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAThDL,CCCCC(C)O,2-hexanol,,,,
