setid,"Temperature, K",Mole fraction of 1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
BsWCl,298.15,0.598,101,1.412,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,298.15,0.6975,101,1.4229,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,298.15,0.7983,101,1.4332,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,298.15,0.8987,101,1.4422,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,298.15,1,101,1.4499,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,303.15,0,101,1.3398,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,303.15,0.1001,101,1.3515,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,303.15,0.2005,101,1.3633,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,303.15,0.3,101,1.3755,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,303.15,0.399,101,1.3877,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,303.15,0.4996,101,1.3997,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,303.15,0.598,101,1.4112,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,303.15,0.6975,101,1.4221,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,303.15,0.7983,101,1.4323,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,303.15,0.8987,101,1.4413,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,303.15,1,101,1.4489,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,308.15,0,101,1.3384,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,308.15,0.1001,101,1.3503,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,308.15,0.2005,101,1.3623,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,308.15,0.3,101,1.3745,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,308.15,0.399,101,1.3867,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,308.15,0.4996,101,1.3989,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,308.15,0.598,101,1.4104,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,308.15,0.6975,101,1.4213,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,308.15,0.7983,101,1.4314,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,308.15,0.8987,101,1.4404,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,308.15,1,101,1.4479,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,313.15,0,101,1.3371,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,313.15,0.1001,101,1.3491,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,313.15,0.2005,101,1.3612,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,313.15,0.3,101,1.3735,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,313.15,0.399,101,1.3858,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,313.15,0.4996,101,1.3981,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,313.15,0.598,101,1.4095,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,313.15,0.6975,101,1.4205,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,313.15,0.7983,101,1.4305,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,313.15,0.8987,101,1.4396,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,313.15,1,101,1.4468,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,318.15,0,101,1.3357,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,318.15,0.1001,101,1.3479,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,318.15,0.2005,101,1.3602,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,318.15,0.3,101,1.3726,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,318.15,0.399,101,1.3849,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,318.15,0.4996,101,1.3972,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,318.15,0.598,101,1.4087,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,318.15,0.6975,101,1.4197,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,318.15,0.7983,101,1.4297,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,318.15,0.8987,101,1.4388,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,318.15,1,101,1.4458,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,323.15,0,101,1.3343,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,323.15,0.1001,101,1.3466,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,323.15,0.2005,101,1.3592,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,323.15,0.3,101,1.3716,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,323.15,0.399,101,1.3839,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,323.15,0.4996,101,1.3963,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,323.15,0.598,101,1.4078,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,323.15,0.6975,101,1.4188,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,323.15,0.7983,101,1.4288,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,323.15,0.8987,101,1.4379,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
BsWCl,323.15,1,101,1.4447,Wang et al. (2023b),Refractive index,Liquid,AAriGj,Cn1cc[n+](CCCN)c1.F[B-](F)(F)F,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,,
