setid,"Temperature, K",Mole fraction of propan-1-ol,Mole fraction of 1-methyl-3-octylimidazolium bromide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
Vnhfn,308.2,0.225,0.1,101.3,1.437,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,308.2,0.3533,0.29,101.3,1.4685,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,308.2,0.3746,0.25,101.3,1.4615,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,308.2,0.3991,0.2,101.3,1.4565,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,308.2,0.4246,0.15,101.3,1.441,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,308.2,0.4497,0.1,101.3,1.43,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,308.2,0.5246,0.3,101.3,1.4725,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,308.2,0.5622,0.25,101.3,1.4695,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,308.2,0.6108,0.19,101.3,1.463,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,308.2,0.6366,0.15,101.3,1.449,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,308.2,0.6746,0.1,101.3,1.496,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,318.2,0.1749,0.3,101.3,1.468,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,318.2,0.1872,0.25,101.3,1.459,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,318.2,0.2035,0.19,101.3,1.4485,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,318.2,0.2123,0.15,101.3,1.4415,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,318.2,0.225,0.1,101.3,1.4355,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,318.2,0.3533,0.29,101.3,1.4675,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,318.2,0.3746,0.25,101.3,1.4605,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,318.2,0.3991,0.2,101.3,1.455,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,318.2,0.4246,0.15,101.3,1.4395,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,318.2,0.4497,0.1,101.3,1.4285,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,318.2,0.5246,0.3,101.3,1.4705,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,318.2,0.5622,0.25,101.3,1.4675,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,318.2,0.6108,0.19,101.3,1.461,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,318.2,0.6366,0.15,101.3,1.4465,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
Vnhfn,318.2,0.6746,0.1,101.3,1.4945,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,
