setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methyl sulfate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
arCyj,303,0.731,101.3,1.462,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,303,0.909,101.3,1.473,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,303,1,101.3,1.479,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,308,0,101.3,1.392,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,308,0.041,101.3,1.398,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,308,0.219,101.3,1.419,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,308,0.417,101.3,1.437,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,308,0.571,101.3,1.449,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,308,0.731,101.3,1.461,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,308,0.909,101.3,1.472,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,308,1,101.3,1.478,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,313,0,101.3,1.389,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,313,0.041,101.3,1.395,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,313,0.219,101.3,1.416,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,313,0.417,101.3,1.435,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,313,0.571,101.3,1.447,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,313,0.731,101.3,1.459,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,313,0.909,101.3,1.47,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
arCyj,313,1,101.3,1.476,Alkhaldi et al. (2017a),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
