setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium chloride,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
cEfjT,293.15,0.5981,100,1.50602,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,293.15,0.6984,100,1.5071,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,293.15,0.7997,100,1.50786,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,293.15,0.9003,100,1.50856,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,293.15,1,100,1.50774,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,298.15,0,100,1.48794,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,298.15,0.0999,100,1.49216,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,298.15,0.1998,100,1.49564,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,298.15,0.2997,100,1.49915,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,298.15,0.4004,100,1.50126,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,298.15,0.4993,100,1.50299,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,298.15,0.5981,100,1.50435,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,298.15,0.6984,100,1.50544,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,298.15,0.7997,100,1.50626,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,298.15,0.9003,100,1.50697,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,298.15,1,100,1.50618,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,303.15,0,100,1.48586,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,303.15,0.0999,100,1.49016,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,303.15,0.1998,100,1.49375,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,303.15,0.2997,100,1.49719,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,303.15,0.4004,100,1.4995,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,303.15,0.4993,100,1.50126,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,303.15,0.5981,100,1.50266,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,303.15,0.6984,100,1.5038,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,303.15,0.7997,100,1.50465,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,303.15,0.9003,100,1.50538,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,303.15,1,100,1.50501,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,308.15,0,100,1.48378,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,308.15,0.0999,100,1.48823,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,308.15,0.1998,100,1.49192,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,308.15,0.2997,100,1.4954,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,308.15,0.4004,100,1.49774,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,308.15,0.4993,100,1.49956,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,308.15,0.5981,100,1.50098,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,308.15,0.6984,100,1.50215,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,308.15,0.7997,100,1.50304,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,308.15,0.9003,100,1.50381,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,308.15,1,100,1.50366,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,313.15,0,100,1.48173,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,313.15,0.0999,100,1.48629,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,313.15,0.1998,100,1.49003,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,313.15,0.2997,100,1.49354,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,313.15,0.4004,100,1.49601,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,313.15,0.4993,100,1.49786,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,313.15,0.5981,100,1.49933,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,313.15,0.6984,100,1.50051,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,313.15,0.7997,100,1.50145,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,313.15,0.9003,100,1.50223,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,313.15,1,100,1.5023,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,318.15,0,100,1.47964,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,318.15,0.0999,100,1.48434,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,318.15,0.1998,100,1.48825,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,318.15,0.2997,100,1.49175,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,318.15,0.4004,100,1.49426,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,318.15,0.4993,100,1.4962,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,318.15,0.5981,100,1.49768,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,318.15,0.6984,100,1.4989,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,318.15,0.7997,100,1.49989,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,318.15,0.9003,100,1.50067,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,318.15,1,100,1.50077,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,323.15,0,100,1.47776,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,323.15,0.0999,100,1.48253,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,323.15,0.1998,100,1.48649,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,323.15,0.2997,100,1.48986,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,323.15,0.4004,100,1.49259,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,323.15,0.4993,100,1.49457,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
cEfjT,323.15,0.5981,100,1.49613,Bai et al. (2016c),Refractive index,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AAYhfK,CN1CCCN(C)C1=O,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",,,,
