setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
LcWnY,298.15,1,100,1.4369,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,303.15,0,100,1.4233,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,303.15,0.1,100,1.4266,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,303.15,0.2056,100,1.4291,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,303.15,0.3064,100,1.4308,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,303.15,0.3986,100,1.4324,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,303.15,0.4904,100,1.4334,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,303.15,0.5981,100,1.4343,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,303.15,0.6945,100,1.4347,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,303.15,0.7795,100,1.4351,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,303.15,0.9015,100,1.4353,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,303.15,1,100,1.4357,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,308.15,0,100,1.4212,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,308.15,0.1,100,1.4248,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,308.15,0.2056,100,1.4274,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,308.15,0.3064,100,1.4292,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,308.15,0.3986,100,1.4308,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,308.15,0.4904,100,1.432,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,308.15,0.5981,100,1.4329,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,308.15,0.6945,100,1.4334,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,308.15,0.7795,100,1.4338,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,308.15,0.9015,100,1.4341,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,308.15,1,100,1.4344,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,313.15,0,100,1.4191,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,313.15,0.1,100,1.423,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,313.15,0.2056,100,1.4257,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,313.15,0.3064,100,1.4276,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,313.15,0.3986,100,1.4294,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,313.15,0.4904,100,1.4306,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,313.15,0.5981,100,1.4317,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,313.15,0.6945,100,1.4323,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,313.15,0.7795,100,1.4328,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,313.15,0.9015,100,1.4331,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,313.15,1,100,1.4334,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,318.15,0,100,1.4171,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,318.15,0.1,100,1.4212,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,318.15,0.2056,100,1.424,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,318.15,0.3064,100,1.4259,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,318.15,0.3986,100,1.4277,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,318.15,0.4904,100,1.4291,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,318.15,0.5981,100,1.4303,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,318.15,0.6945,100,1.4309,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,318.15,0.7795,100,1.4315,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,318.15,0.9015,100,1.4317,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,318.15,1,100,1.432,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,323.15,0,100,1.415,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,323.15,0.1,100,1.4194,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,323.15,0.2056,100,1.4223,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,323.15,0.3064,100,1.4242,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,323.15,0.3986,100,1.4261,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,323.15,0.4904,100,1.4276,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,323.15,0.5981,100,1.4289,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,323.15,0.6945,100,1.4296,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,323.15,0.7795,100,1.4302,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,323.15,0.9015,100,1.4305,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
LcWnY,323.15,1,100,1.4306,Suneetha et al. (2017b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,,
