setid,Weight fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
OkYfx,0.194,305.507,101,632.8,1.4272,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.194,307.323,101,632.8,1.4267,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.299,299.537,101,632.8,1.4263,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.299,301.401,101,632.8,1.4258,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.299,303.548,101,632.8,1.4252,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.299,305.296,101,632.8,1.4247,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.299,307.428,101,632.8,1.4241,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.299,309.076,101,632.8,1.4236,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.384,299.507,101,632.8,1.4245,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.384,301.217,101,632.8,1.424,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.384,303.53,101,632.8,1.4234,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.384,305.284,101,632.8,1.4229,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.384,307.445,101,632.8,1.4223,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.384,308.963,101,632.8,1.4219,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.513,296.024,101,632.8,1.4235,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.513,298.139,101,632.8,1.4229,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.513,300,101,632.8,1.4224,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.513,302.018,101,632.8,1.4218,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.513,304.012,101,632.8,1.4212,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.513,304.933,101,632.8,1.4209,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.602,290.78,101,632.8,1.4239,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.602,293.294,101,632.8,1.4232,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.602,295.08,101,632.8,1.4227,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.602,296.977,101,632.8,1.4222,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.602,298.984,101,632.8,1.4217,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.602,301.098,101,632.8,1.4211,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.698,286.796,101,632.8,1.424,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.698,289.365,101,632.8,1.4234,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.698,291.204,101,632.8,1.4229,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.698,293.301,101,632.8,1.4223,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.698,294.937,101,632.8,1.4219,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.698,297.936,101,632.8,1.4211,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.796,286.808,101,632.8,1.4233,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.796,288.867,101,632.8,1.4228,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.796,290.857,101,632.8,1.4223,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.796,292.889,101,632.8,1.4218,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.796,295.857,101,632.8,1.4211,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.796,297.963,101,632.8,1.4206,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.901,287.242,101,632.8,1.4228,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.901,288.877,101,632.8,1.4224,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.901,290.999,101,632.8,1.4219,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.901,292.949,101,632.8,1.4214,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.901,294.987,101,632.8,1.4209,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.901,297.004,101,632.8,1.4204,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
OkYfx,0.901,299.997,101,632.8,1.4196,Lv et al. (2010),Refractive index,Liquid,AAOgLD,OCCCO,"propan-1,3-diol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
