setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ioFkS,298.15,0.9033,101,1.41645,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
ioFkS,298.15,0.992,101,1.41775,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
ioFkS,298.15,1,101,1.41787,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
ioFkS,303.15,0,101,1.35725,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
ioFkS,303.15,0.0198,101,1.36297,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
ioFkS,303.15,0.0465,101,1.36941,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
ioFkS,303.15,0.0991,101,1.3787,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
ioFkS,303.15,0.2033,101,1.39057,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
ioFkS,303.15,0.312,101,1.39816,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
ioFkS,303.15,0.3897,101,1.40239,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
ioFkS,303.15,0.5002,101,1.40693,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
ioFkS,303.15,0.5982,101,1.40986,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
ioFkS,303.15,0.6961,101,1.41197,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
ioFkS,303.15,0.7902,101,1.41366,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
ioFkS,303.15,0.9033,101,1.41525,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
ioFkS,303.15,0.992,101,1.41635,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
ioFkS,303.15,1,101,1.41643,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
