setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
zijwy,291.076,0.023,623.8,1.4076,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,291.547,0.025,623.8,1.4075,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,292.022,0.027,623.8,1.4074,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,292.463,0.03,623.8,1.4074,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,292.844,0.031,623.8,1.4073,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,293.146,0.035,623.8,1.4074,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,293.406,0.037,623.8,1.4074,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,293.632,0.04,623.8,1.4075,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,293.782,0.041,623.8,1.4075,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,293.887,0.044,623.8,1.4076,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,293.993,0.045,623.8,1.4076,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.086,0.047,623.8,1.4077,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.186,0.048,623.8,1.4077,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.268,0.05,623.8,1.4078,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.349,0.053,623.8,1.4079,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.424,0.054,623.8,1.4079,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.488,0.056,623.8,1.408,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.543,0.058,623.8,1.4081,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.596,0.06,623.8,1.4082,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.641,0.063,623.8,1.4083,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.679,0.065,623.8,1.4084,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.73,0.067,623.8,1.4085,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.767,0.069,623.8,1.4086,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.803,0.071,623.8,1.4087,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.834,0.073,623.8,1.4088,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.866,0.077,623.8,1.409,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.878,0.079,623.8,1.4091,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.892,0.083,623.8,1.4093,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.901,0.085,623.8,1.4094,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.908,0.085,623.8,1.4094,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.913,0.087,623.8,1.4095,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.918,0.088,623.8,1.4095,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.923,0.09,623.8,1.4096,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.926,0.091,623.8,1.4097,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.929,0.093,623.8,1.4098,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.931,0.097,623.8,1.41,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
zijwy,294.933,0.099,623.8,1.4101,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,47,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
