setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methyl sulfate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
hVYMl,333.15,0,100,1.363,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,333.15,0.0456,100,1.38,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,333.15,0.1037,100,1.396,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,333.15,0.2005,100,1.415,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,333.15,0.3039,100,1.433,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,333.15,0.3999,100,1.444,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,333.15,0.5002,100,1.453,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,333.15,0.6047,100,1.456,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,333.15,0.701,100,1.459,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,333.15,0.7974,100,1.467,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,333.15,0.8922,100,1.471,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,333.15,0.9596,100,1.471,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
hVYMl,333.15,1,100,1.471,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AALcAl,CC(=O)O,acetic acid,,,,
