setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,Mole fraction of 2-aminoethan-1-ol,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
UAYJv,333.15,0.1206,0.4967,101,1.42585,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,333.15,0.1453,0.3996,101,1.42076,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,333.15,0.166,0.7954,101,1.4286,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,333.15,0.1701,0.3018,101,1.41502,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,333.15,0.1943,0.2003,101,1.40901,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,333.15,0.2155,0.1011,101,1.40248,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,333.15,0.2496,0.6969,101,1.42493,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,333.15,0.3346,0.6004,101,1.42267,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,333.15,0.4122,0.4957,101,1.42161,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,333.15,0.5009,0.3997,101,1.42182,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,333.15,0.5679,0.298,101,1.42378,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,333.15,0.6677,0.2015,101,1.42626,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,333.15,0.7478,0.0998,101,1.42684,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.0079,0.8885,101,1.43686,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.0148,0.8004,101,1.43489,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.0218,0.6871,101,1.43079,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.0245,0.9036,101,1.43844,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.0296,0.5997,101,1.42648,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.0359,0.4841,101,1.41928,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.0444,0.3999,101,1.41285,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.0486,0.7999,101,1.43541,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.0523,0.3002,101,1.40394,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.0592,0.2,101,1.39358,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.0664,0.0998,101,1.38176,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.0729,0.6998,101,1.43203,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.0829,0.8983,101,1.43068,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.0972,0.6011,101,1.42786,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.1206,0.4967,101,1.42298,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.1453,0.3996,101,1.41801,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.166,0.7954,101,1.42556,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.1701,0.3018,101,1.4124,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.1943,0.2003,101,1.4065,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.2155,0.1011,101,1.40007,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.2496,0.6969,101,1.42201,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.3346,0.6004,101,1.41987,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.4122,0.4957,101,1.4189,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.5009,0.3997,101,1.41918,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.5679,0.298,101,1.42122,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.6677,0.2015,101,1.42379,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,343.15,0.7478,0.0998,101,1.42433,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.0079,0.8885,101,1.43318,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.0148,0.8004,101,1.43126,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.0218,0.6871,101,1.42726,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.0245,0.9036,101,1.4348,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.0296,0.5997,101,1.42306,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.0359,0.4841,101,1.41606,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.0444,0.3999,101,1.4098,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.0486,0.7999,101,1.43189,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.0523,0.3002,101,1.40108,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.0592,0.2,101,1.39094,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.0664,0.0998,101,1.37935,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.0729,0.6998,101,1.42864,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.0829,0.8983,101,1.42716,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.0972,0.6011,101,1.42462,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.1206,0.4967,101,1.41993,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.1453,0.3996,101,1.41513,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.166,0.7954,101,1.42233,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.1701,0.3018,101,1.40969,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.1943,0.2003,101,1.40396,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.2155,0.1011,101,1.39767,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.2496,0.6969,101,1.41898,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.3346,0.6004,101,1.41702,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.4122,0.4957,101,1.41619,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.5009,0.3997,101,1.41658,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.5679,0.298,101,1.41873,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.6677,0.2015,101,1.42141,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
UAYJv,353.15,0.7478,0.0998,101,1.42194,Taib et al. (2014),Refractive index,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
