setid,Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
NuJKW,0.035,307.207,100,1.3924,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.035,308.251,100,1.392,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.035,309.37,100,1.3916,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.035,310.358,100,1.3912,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.076,304.181,100,1.3972,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.076,305.289,100,1.3968,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.076,306.294,100,1.3964,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.076,307.291,100,1.396,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.076,308.367,100,1.3956,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.076,309.486,100,1.3952,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.076,310.414,100,1.3948,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.102,304.206,100,1.3991,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.102,305.202,100,1.3987,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.102,306.333,100,1.3983,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.102,307.29,100,1.398,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.102,308.288,100,1.3976,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.102,309.326,100,1.3972,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.102,310.415,100,1.3967,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.114,304.108,100,1.4,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.114,305.082,100,1.3996,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.114,306.185,100,1.3992,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.114,307.224,100,1.3988,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.114,308.344,100,1.3984,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.114,309.293,100,1.3981,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.114,310.531,100,1.3976,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.196,303.245,100,1.4051,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.196,304.213,100,1.4048,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.196,305.287,100,1.4044,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.196,306.294,100,1.4041,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.196,307.342,100,1.4037,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.196,308.376,100,1.4033,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.196,309.499,100,1.4029,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.281,301.334,100,1.4097,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.281,302.254,100,1.4094,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.281,303.273,100,1.4091,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.281,304.44,100,1.4087,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.281,305.396,100,1.4083,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.281,306.452,100,1.408,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.281,307.501,100,1.4076,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.389,298.295,100,1.4146,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.389,299.232,100,1.4142,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.389,300.172,100,1.4139,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.389,301.2,100,1.4136,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.389,302.361,100,1.4132,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.389,303.489,100,1.4128,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.389,304.512,100,1.4125,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.494,298.297,100,1.4173,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.494,299.275,100,1.417,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.494,300.219,100,1.4167,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.494,301.237,100,1.4164,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.494,302.178,100,1.4161,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.494,303.081,100,1.4158,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,0.494,304.027,100,1.4155,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,1,293.682,100,1.4268,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,1,294.908,100,1.4264,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,1,296.104,100,1.426,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,1,297.248,100,1.4257,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,1,298.408,100,1.4254,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,1,299.697,100,1.425,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,1,300.825,100,1.4247,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,1,301.875,100,1.4244,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,1,302.936,100,1.4241,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
NuJKW,1,304.023,100,1.4238,Chen et al. (2021a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAONwS,CC(C)CO,2-methyl-1-propanol,,,,
