setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium chloride,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
btPsz,293.15,0.2805,100,1.49171,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,293.15,0.3657,100,1.49585,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,293.15,0.4679,100,1.49924,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,293.15,0.57,100,1.502,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,293.15,0.6779,100,1.50426,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,293.15,0.79,100,1.50627,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,293.15,0.8959,100,1.50792,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,293.15,1,100,1.50774,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,298.15,0,100,1.46837,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,298.15,0.0915,100,1.47752,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,298.15,0.1857,100,1.48384,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,298.15,0.2805,100,1.48984,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,298.15,0.3657,100,1.49405,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,298.15,0.4679,100,1.49747,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,298.15,0.57,100,1.50029,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,298.15,0.6779,100,1.50258,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,298.15,0.79,100,1.50464,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,298.15,0.8959,100,1.50633,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,298.15,1,100,1.50618,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,303.15,0,100,1.46617,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,303.15,0.0915,100,1.47546,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,303.15,0.1857,100,1.48203,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,303.15,0.2805,100,1.48799,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,303.15,0.3657,100,1.49224,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,303.15,0.4679,100,1.49571,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,303.15,0.57,100,1.49859,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,303.15,0.6779,100,1.50091,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,303.15,0.79,100,1.50301,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,303.15,0.8959,100,1.50475,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,303.15,1,100,1.50501,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,308.15,0,100,1.46403,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,308.15,0.0915,100,1.47344,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,308.15,0.1857,100,1.48028,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,308.15,0.2805,100,1.48617,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,308.15,0.3657,100,1.49044,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,308.15,0.4679,100,1.49398,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,308.15,0.57,100,1.49689,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,308.15,0.6779,100,1.49935,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,308.15,0.79,100,1.5014,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,308.15,0.8959,100,1.50318,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,308.15,1,100,1.50366,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,313.15,0,100,1.46187,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,313.15,0.0915,100,1.4714,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,313.15,0.1857,100,1.4784,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,313.15,0.2805,100,1.48435,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,313.15,0.3657,100,1.48866,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,313.15,0.4679,100,1.49226,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,313.15,0.57,100,1.4952,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,313.15,0.6779,100,1.49767,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,313.15,0.79,100,1.49978,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,313.15,0.8959,100,1.5016,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,313.15,1,100,1.5023,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,318.25,0,100,1.4597,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,318.25,0.0915,100,1.46939,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,318.25,0.1857,100,1.4765,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,318.25,0.2805,100,1.48264,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,318.25,0.3657,100,1.48686,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,318.25,0.4679,100,1.49055,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,318.25,0.57,100,1.49351,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,318.25,0.6779,100,1.49609,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,318.25,0.79,100,1.4982,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,318.25,0.8959,100,1.50004,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,318.25,1,100,1.50077,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,323.15,0,100,1.45756,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,323.15,0.0915,100,1.4674,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,323.15,0.1857,100,1.47457,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,323.15,0.2805,100,1.48099,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,323.15,0.3657,100,1.48512,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,323.15,0.4679,100,1.48876,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,323.15,0.57,100,1.49187,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,323.15,0.6779,100,1.49448,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,323.15,0.79,100,1.49663,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,323.15,0.8959,100,1.4985,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,323.15,1,100,1.49937,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,328.15,0,100,1.45554,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,328.15,0.0915,100,1.46552,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,328.15,0.1857,100,1.47293,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,328.15,0.2805,100,1.47926,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,328.15,0.3657,100,1.48336,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,328.15,0.4679,100,1.4873,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,328.15,0.57,100,1.49024,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,328.15,0.6779,100,1.49297,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,328.15,0.79,100,1.49524,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,328.15,0.8959,100,1.49716,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,328.15,1,100,1.49816,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,333.15,0,100,1.4535,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,333.15,0.0915,100,1.46359,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,333.15,0.1857,100,1.4714,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,333.15,0.2805,100,1.47751,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,333.15,0.3657,100,1.48164,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,333.15,0.4679,100,1.48587,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,333.15,0.57,100,1.48862,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
btPsz,333.15,0.6779,100,1.4915,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
