setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
OsGOt,289.128,0.022,100,1.5497,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,289.128,0.08,100,1.5307,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,289.818,0.024,100,1.5487,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,289.818,0.077,100,1.5313,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,290.328,0.026,100,1.5478,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,290.328,0.074,100,1.5318,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,290.823,0.027,100,1.547,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,290.823,0.072,100,1.5324,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,291.158,0.029,100,1.5462,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,291.158,0.069,100,1.533,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,291.435,0.03,100,1.5456,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,291.435,0.067,100,1.5336,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,291.536,0.031,100,1.5453,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,291.536,0.066,100,1.5338,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,291.642,0.031,100,1.5451,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,291.642,0.065,100,1.5341,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,291.742,0.032,100,1.5448,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,291.742,0.064,100,1.5343,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,291.835,0.033,100,1.5445,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,291.835,0.063,100,1.5346,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,291.914,0.033,100,1.5442,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,291.914,0.062,100,1.5349,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,291.98,0.034,100,1.5439,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,291.98,0.061,100,1.5351,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.037,0.035,100,1.5436,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.037,0.06,100,1.5354,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.082,0.036,100,1.5433,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.082,0.059,100,1.5356,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.154,0.037,100,1.5428,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.154,0.058,100,1.536,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.209,0.038,100,1.5424,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.209,0.056,100,1.5365,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.237,0.039,100,1.5421,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.237,0.055,100,1.5368,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.247,0.039,100,1.5419,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.247,0.055,100,1.5369,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.262,0.04,100,1.5416,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.262,0.054,100,1.5371,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.274,0.041,100,1.5414,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.274,0.053,100,1.5373,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.289,0.042,100,1.541,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.289,0.052,100,1.5378,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.295,0.043,100,1.5407,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
OsGOt,292.295,0.051,100,1.538,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
