setid,"Temperature, K","Mole fraction of 2-hydroxy-N,N,N-trimethylethanaminium glycinate","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
JZFaV,303.15,0.8996,100,1.48938,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,303.15,1,100,1.49102,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,308.15,0,100,1.33342,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,308.15,0.1,100,1.41084,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,308.15,0.2004,100,1.44296,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,308.15,0.3,100,1.45953,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,308.15,0.3996,100,1.46962,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,308.15,0.5004,100,1.47589,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,308.15,0.6004,100,1.48052,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,308.15,0.6966,100,1.48348,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,308.15,0.8014,100,1.48631,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,308.15,0.8996,100,1.4882,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,308.15,1,100,1.48974,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,313.15,0,100,1.33324,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,313.15,0.1,100,1.4098,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,313.15,0.2004,100,1.44178,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,313.15,0.3,100,1.45832,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,313.15,0.3996,100,1.46834,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,313.15,0.5004,100,1.47467,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,313.15,0.6004,100,1.47928,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,313.15,0.6966,100,1.48225,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,313.15,0.8014,100,1.4851,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,313.15,0.8996,100,1.48696,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,313.15,1,100,1.48854,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,318.15,0,100,1.33216,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,318.15,0.1,100,1.40872,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,318.15,0.2004,100,1.44067,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,318.15,0.3,100,1.45713,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,318.15,0.3996,100,1.46712,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,318.15,0.5004,100,1.47343,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,318.15,0.6004,100,1.47804,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,318.15,0.6966,100,1.48107,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,318.15,0.8014,100,1.48381,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,318.15,0.8996,100,1.48571,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,318.15,1,100,1.4873,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,323.15,0,100,1.33078,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,323.15,0.1,100,1.40779,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,323.15,0.2004,100,1.43949,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,323.15,0.3,100,1.45592,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,323.15,0.3996,100,1.46588,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,323.15,0.5004,100,1.47222,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,323.15,0.6004,100,1.47685,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,323.15,0.6966,100,1.47983,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,323.15,0.8014,100,1.48256,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,323.15,0.8996,100,1.48448,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
JZFaV,323.15,1,100,1.48605,Alvarez et al. (2022),Refractive index,Liquid,AAiOjp,C[N+](C)(C)CCO.NCC(=O)[O-],"2-hydroxy-N,N,N-trimethylethanaminium glycinate",AADYJk,O,water,,,,
