setid,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ybwhb,Vaid et al. (2015a),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,,
FQluZ,Vaid et al. (2015a),Refractive index,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,,
qYdcw,Vaid et al. (2015a),Refractive index,Liquid,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,,,,
hLBHA,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,,,,,,,
xrNeD,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,,,,,,,
xnvkB,Wang et al. (2022f),Refractive index,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,,,,,,,
Iqhnn,Wang et al. (2022f),Refractive index,Liquid,AAuylj,C(C(O)C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium lactate,,,,,,,
zlngt,Abafe et al. (2022),Refractive index,Liquid,ABpubk,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1c[n+](C)cc1.[O-]C(=O)C,"3-methyl-1-(1H,1H,2H,2H-perfluorooctyl)imidazolium acetate",,,,,,,
erMGe,Abafe et al. (2022),Refractive index,Liquid,ACgVZV,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-methyl-3-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)imidazolium bis(trifluoromethylsulfonyl)imide",,,,,,,
CZiyY,Abafe et al. (2022),Refractive index,Liquid,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
ntBJh,Abafe et al. (2022),Refractive index,Liquid,ABOLOh,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-octyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
pljRo,Abafe et al. (2022),Refractive index,Liquid,ABmsed,CCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-octylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,,,,
nWRqc,Akbar et al. (2016),Refractive index,Liquid,ACNmkc,CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,,,,,
dyDBa,Anantharaj and Banerjee (2013),Refractive index,Liquid,AAYrly,c1ccc2ncccc2c1,quinoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,
jJJDd,Anantharaj and Banerjee (2013),Refractive index,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,
qTxso,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,,
QTpnm,Chaudhary and Nain (2020b),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,,
sLtHW,Chaudhary and Nain (2020c),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,,
vLnbW,Das et al. (2021),Refractive index,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,,,,
zLYIp,Deosarkar et al. (2014),Refractive index,Liquid,AApeGS,CCCCCCCCS(=O)(=O)[O-].[Na+],sodium octane-1-sulfonate,AADYJk,O,water,,,,
JcjJq,Dzida et al. (2019),Refractive index,Liquid,ABZTgF,CCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,,,,
WVgxX,Freire et al. (2011),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,,,,
bSNKr,Freire et al. (2011),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,,,,
HbmtU,Freire et al. (2011),Refractive index,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,,,,
FLage,Freire et al. (2011),Refractive index,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,,,,,
jLXvk,Freire et al. (2011),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
cWGbm,Gonzalez et al. (2012b),Refractive index,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,,
JeWGs,Gonzalez et al. (2012b),Refractive index,Liquid,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide,,,,,,,
BXUGS,Gonzalez et al. (2012b),Refractive index,Liquid,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,,,,
LiwNJ,Gonzalez et al. (2012b),Refractive index,Liquid,AAnYKa,COS(=O)(=O)[O-].C[n+]1ccccc1,1-methylpyridinium methylsulfate,,,,,,,
YzSlx,Gonzalez et al. (2012b),Refractive index,Liquid,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,,,,
yACji,Gonzalez et al. (2012b),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
jomVy,Gonzalez et al. (2012b),Refractive index,Liquid,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,,,,
eihPW,Guo et al. (2017b),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,,
jfHSr,Haghani et al. (2021),Refractive index,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,,,,,
cYigU,Jakubowska and Pawlak (2018),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,
kYwfK,Jakubowska and Pawlak (2018),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,
oZCxa,Kareem et al. (2010),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,,
TVHPm,Kareem et al. (2010),Refractive index,Liquid,AAVmzJ,NC(=O)C(F)(F)F,"2,2,2-trifluoroacetamide",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,,
ndJwm,Kim (2009),Refractive index,Liquid,AAzJkz,CCCC[n+]1ccn(C)c1.[I-],1-butyl-3-methylimidazolium iodide,,,,,,,
SZSGg,Kim (2009),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,,
JzxEe,Kim et al. (2004b),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,,
YBBhu,Kim et al. (2004b),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,,,,,
pSUay,Kim et al. (2004c),Refractive index,Liquid,AAzJkz,CCCC[n+]1ccn(C)c1.[I-],1-butyl-3-methylimidazolium iodide,,,,,,,
afvTP,Kim et al. (2004c),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,,
yzLms,Kim et al. (2004c),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,,,,,
TBMYu,Koralewski and Paprzycka (2023),Refractive index,Liquid,ABBrFv,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,,,,,,,
FirwV,Krishna et al. (2016a),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
Jcnsu,Krishna et al. (2016b),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,,
gyTCZ,Larriba et al. (2012),Refractive index,Liquid,ABcDLM,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,,
wMITJ,Li et al. (2013h),Refractive index,Liquid,AAcsqS,O=S(=O)(O)C(F)(F)F,trifluoromethylsulfonic acid,ABAbgR,CCCCCC[N+](CC)(CC)CC.F[B-](F)(F)F,"N,N,N-triethyl-N-hexylammonium tetrafluoroborate",,,,
cPXst,Li et al. (2013h),Refractive index,Liquid,AAcsqS,O=S(=O)(O)C(F)(F)F,trifluoromethylsulfonic acid,ABRFyX,CCCCCCCC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,"N,N,N-triethyl-N-octylammonium hexafluorophosphate",,,,
JClVq,Li et al. (2013h),Refractive index,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAcsqS,O=S(=O)(O)C(F)(F)F,trifluoromethylsulfonic acid,,,,
HuXBE,Li et al. (2013h),Refractive index,Liquid,AAcsqS,O=S(=O)(O)C(F)(F)F,trifluoromethylsulfonic acid,ABFwWq,CCCCCCCC[N+](CC)(CC)CC.F[B-](F)(F)F,"N,N,N-triethyl-N-octylammonium tetrafluoroborate",,,,
AAyEg,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,,,,
fToNv,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,,,,
ojgKG,Montalban et al. (2015),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,,,,
zqrJK,Montalban et al. (2015),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,,,,
qELPE,Montalban et al. (2015),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
kNxUi,Montalban et al. (2015),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
HAhrl,Montalban et al. (2015),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,,
PXIsQ,Montalban et al. (2015),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,,
qDpIw,Montalban et al. (2015),Refractive index,Liquid,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,,,,
CHGYk,Montalban et al. (2015),Refractive index,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,,
bjxPT,Montalban et al. (2015),Refractive index,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,,
yiVAW,Montalban et al. (2015),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
Lcdxj,Montalban et al. (2015),Refractive index,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,,
HiPvX,Montalban et al. (2015),Refractive index,Liquid,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,,
bwsLc,Montalban et al. (2015),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,,
EBnWu,Montalban et al. (2015),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,,,,
evUdA,Montalban et al. (2015),Refractive index,Liquid,ABPBvB,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium octyl sulfate,,,,,,,
XnGDl,Oliveira and Aznar (2011a),Refractive index,Liquid mixture 1,Liquid mixture 2,,6,AAgnKZ,CCCCCCCCCCCC,dodecane,AAoryz,Cc1cccc2c1sc1c(C)cccc12,"4,6-dimethyldibenzo[b,d]thiophene",1-ethyl-3-methylimidazolium diethyl phosphate
zhXZn,Oliveira and Aznar (2011a),Refractive index,Liquid mixture 1,Liquid mixture 2,,6,AAgnKZ,CCCCCCCCCCCC,dodecane,AAoryz,Cc1cccc2c1sc1c(C)cccc12,"4,6-dimethyldibenzo[b,d]thiophene",1-ethyl-3-methylimidazolium diethyl phosphate
SXzZu,Oliveira and Aznar (2011a),Refractive index,Liquid mixture 1,Liquid mixture 2,,6,AAgnKZ,CCCCCCCCCCCC,dodecane,AAoryz,Cc1cccc2c1sc1c(C)cccc12,"4,6-dimethyldibenzo[b,d]thiophene",1-ethyl-3-methylimidazolium ethyl sulfate
qXlJH,Oliveira et al. (2015),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,,,,
WDBpq,Raj et al. (2017),Refractive index,Liquid,ABnLOR,CCOCC[n+]1ccn(CCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3-(2-cyanoethyl)-1-(2-ethoxyethyl)imidazolium bis(trifluoromethanesulfonyl)amide,,,,,,,
eeoYY,Raj et al. (2017),Refractive index,Liquid,ABHEBX,CCOCC[n+]1ccn(CCC#N)c1.O=C([O-])C(F)(F)F,3-(2-cyanoethyl)-1-(2-ethoxyethyl)imidazolium trifluoroacetate,,,,,,,
cCFgb,Raj et al. (2017),Refractive index,Liquid,AAyDDd,CCOCC[n+]1ccn(CCC#N)c1.N#C[N-]C#N,3-(2-cyanoethyl)-1-(2-ethoxyethyl)imidazolium dicyanamide,,,,,,,
ihtoc,Rao et al. (2015),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,,
bvxze,Rilo et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
ODucJ,Saien et al. (2015a),Refractive index,Liquid,AADYJk,O,water,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
QuxPc,Saien et al. (2018),Refractive index,Liquid,AADYJk,O,water,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
nBgBU,Sunkara et al. (2015),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,,
iaRfK,Taib et al. (2014),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,,
JzRrT,Vercher et al. (2011a),Refractive index,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
jxeoM,Vercher et al. (2011a),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,,,,,
jLaBF,Vercher et al. (2011a),Refractive index,Liquid,ABGHfb,CCCCn1cc[n+](CC)c1.O=S(=O)([O-])C(F)(F)F,3-butyl-1-ethyl-1H-imidazolium trifluoromethanesulfonate (1:1),,,,,,,
JuTjL,Vercher et al. (2011a),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
xphLf,Yousefi et al. (2017),Refractive index,Liquid,ABYzhf,CCCCCCCCCC[n+]1ccn(C)c1.O=P([O-])(O)OP(=O)(O)O,1-decyl-3-methylimidazolium trihydrogen diphosphate,,,,,,,
wdmLV,Ziyada et al. (2010),Refractive index,Liquid,ABNroU,CCCCCCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-decyl-1H-imidazolium bromide,,,,,,,
MOmVg,de Oliveira et al. (2012),Refractive index,Liquid mixture 1,Liquid mixture 2,,6,AAgnKZ,CCCCCCCCCCCC,dodecane,AAjWNo,c1ccc2c(c1)sc1ccccc12,dibenzothiophene,N-methyl-2-hydroxyethylammonium hexanoate
yyyPA,Akbar and Murugesan (2012),Refractive index,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,,
XEypE,Akbar and Murugesan (2013),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,,,,
WKiwn,Bahadur et al. (2016b),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,,,,
jZZAx,Bahadur et al. (2016b),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,,
DaRZA,Bahadur et al. (2016b),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,,
NnULH,Bahadur et al. (2016b),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,,
wjgyt,Fei et al. (2021),Refractive index,Liquid,AAyyWT,CC[N+]1=CSC=C1C.F[B-]1(F)OC(=O)C(=O)O1,3-ethyl-4-methylthiazolium difluoro(oxalato)borate,,,,,,,
RkIFj,Fei et al. (2021),Refractive index,Liquid,ABXrps,CC[n+]1ccsc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3-ethylthiazolium bis((trifluoromethyl)sulfonyl)amide,,,,,,,
YWtKe,Garca-Garabal et al. (2022),Refractive index,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAHueB,CC#N,acetonitrile,
nrtYf,Garca-Garabal et al. (2022),Refractive index,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,
DaQYv,Garca-Garabal et al. (2022),Refractive index,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAPByN,CS(C)=O,dimethyl sulfoxide,
xauLX,He et al. (2014),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,,
BxKEd,He et al. (2014),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,,,,
ROxlO,He et al. (2014),Refractive index,Liquid,AAjTGB,Cn1cc[n+](C)c1.F[B-](F)(F)F,"1,3-dimethyl-1H-imidazolium tetrafluoroborate",,,,,,,
zHBxw,Jakubowska and Pawlak (2018),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,
cJmgQ,Jamehbozorg and Sadeghi (2019),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
btDTt,Kermanpour et al. (2017),Refractive index,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,,,,
jPpOy,Kurnia et al. (2011b),Refractive index,Liquid,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,,,,,
GBAFp,Li et al. (2013h),Refractive index,Liquid,ABAwPI,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,tetraethylammonium hexafluorophosphate,AAcsqS,O=S(=O)(O)C(F)(F)F,trifluoromethylsulfonic acid,,,,
yxjXn,Ma et al. (2015),Refractive index,Liquid,AADYJk,O,water,AAsPxK,CCCCCC[n+]1ccccc1.N#C[N-]C#N,1-hexylpyridinium dicyanamide,,,,
bWZCB,Ma et al. (2015),Refractive index,Liquid,AADYJk,O,water,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,,,,
ErWPW,Ma et al. (2015),Refractive index,Liquid,AADYJk,O,water,AAkKPA,CCC[n+]1ccccc1.N#C[N-]C#N,1-propylpyridinium dicyanamide,,,,
kyqJw,Ma et al. (2015),Refractive index,Liquid,AADYJk,O,water,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,,
ZGCQw,Ma et al. (2015),Refractive index,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,,
NRnsB,Marcinkowski et al. (2019a),Refractive index,Liquid,ABAnTZ,CC(=O)N[C@@H](C)C(=O)[O-].CCC[N+]1(C)CCOCC1,N-methyl-N-propylmorpholinium N-acetyl-L-alaninate,,,,,,,
hwwFK,Marcinkowski et al. (2019a),Refractive index,Liquid,ABGIUH,CC(=O)N[C@@H](CC(C)C)C(=O)[O-].CC[N+]1(C)CCOCC1,N-ethyl-N-methylmorpholinium N-acetyl-L-leucinate,,,,,,,
lGnTc,Marcinkowski et al. (2019a),Refractive index,Liquid,ABGIns,CC[C@H](C)[C@H](NC(C)=O)C(=O)[O-].CC[N+]1(C)CCOCC1,N-ethyl-N-methylmorpholinium N-acetyl-L-isoleucinate,,,,,,,
ahmsA,Marcinkowski et al. (2019a),Refractive index,Liquid,ABDXAI,CC(=O)N[C@H](C(=O)[O-])C(C)C.CC[N+]1(C)CCOCC1,N-ethyl-N-methylmorpholinium N-acetyl-L-valinate,,,,,,,
fwqFz,Marcinkowski et al. (2019a),Refractive index,Liquid,AAyDCy,CC(=O)N[C@@H](C)C(=O)[O-].CC[N+]1(C)CCOCC1,N-ethyl-N-methylmorpholinium N-acetyl-L-alaninate,,,,,,,
tEDjY,Marcinkowski et al. (2019a),Refractive index,Liquid,ABThXS,CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCCCCCC[N+]1(C)CCOCC1,N-methyl-N-octylmorpholinium N-acetyl-L-valinate,,,,,,,
iZJgm,Marcinkowski et al. (2019a),Refractive index,Liquid,ABOMda,CC(=O)N[C@@H](C)C(=O)[O-].CCCCCCCC[N+]1(C)CCOCC1,N-methyl-N-octylmorpholinium N-acetyl-L-alaninate,,,,,,,
