setid,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BvLvH,Mohan et al. (2022),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,
MVDfD,Mohan et al. (2022),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
KQPVj,Mokhtarani et al. (2008),Density,Liquid,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,,,
LbBnM,Mokhtarani et al. (2009a),Density,Liquid,ABBjqq,CCCCCCCC[n+]1ccccc1.F[B-](F)(F)F,1-octylpyridinium tetrafluoroborate,,,,,,
CHSMu,Mokhtarani et al. (2009a),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,
Wolfd,Mota-Martinez et al. (2012),Density,Liquid,ABCNPf,CCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-hexyl-3-methylimidazolium tetracyanoborate,,,,,,
iKqsA,Navas et al. (2011),Density,Liquid,AAhWtN,BrCBr,dibromomethane,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
unuzZ,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,15,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
rqbQZ,Neves et al. (2013b),Density,Liquid,AArYZH,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium tetracyanoborate,,,,,,
mDiav,Okuniewski et al. (2016),Density,Metastable liquid,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,,,
LwswL,Okuniewski et al. (2016),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,,,,
Oubty,Ortega et al. (2008),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
RdXbp,Paduszy nski* et al. (2011),Density,Liquid,ABfwWx,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpiperidinium bis(trifluoromethanesulfonyl)imide,,,,,,
GmRkA,Paduszynski et al. (2011),Density,Liquid,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,,,
BlOTr,Paduszynski et al. (2016),Density,Liquid,AAlIby,Cn1cc[n+](CCO)c1.N#C[N-]C#N,3-(2-hydroxyethyl)-1-methyl-1H-imidazol-3-ium dicyanoazanide,,,,,,
ipZbv,Paduszynski et al. (2016),Density,Liquid,AAokIq,Cn1cc[n+](CCCl)c1.N#C[N-]C#N,1-(2-chloroethyl)-3-methylimidazolium dicyanamide,,,,,,
fzXvD,Paduszynski et al. (2016),Density,Liquid,AAperP,Cn1cc[n+](CCCC#N)c1.N#C[N-]C#N,1-(3-cyanopropyl)-3-methylimidazolium cyanocyanamide,,,,,,
EHJXP,Paduszynski et al. (2016),Density,Liquid,AAkUkb,C=CC[n+]1ccn(C)c1.N#C[N-]C#N,1-allyl-3-methylimidazolium dicyanamide,,,,,,
jvwzN,Paduszyski et al. (2013),Density,Liquid,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,,,,
EZKyS,Paduszyski et al. (2013),Density,Liquid,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,,,
eeqwO,Paduszyski et al. (2013),Density,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,
hsjnI,Papaiconomou et al. (2012),Density,Liquid,ABsNAH,CCCCCCCC[n+]1cc(C)cc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3,5-dimethyl-1-octylpyridinium bis(trifluoromethylsulfonyl)amide",,,,,,
kNjII,Papaiconomou et al. (2012),Density,Liquid,ABhYDK,CCCC[n+]1cc(C)cc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-butyl-3,5-dimethylpyridinium bis(trifluoromethylsulfonyl)amide",,,,,,
CZJWH,Patil et al. (2014),Density,Liquid,AArFYq,CCCCCC[N+](C)(C)C.[Br-],hexyltrimethylammonium bromide,AADYJk,O,water,,,
DFFLP,Pereiro and Rodriguez (2008e),Density,Liquid,AATOnt,CCCCCCC,heptane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
UZSiM,Rafiee and Frouzesh (2016b),Density,Liquid,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,,,
JxMun,Rafiee and Frouzesh (2017a),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
GZcQR,Rana et al. (2023),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,
ZxVvo,Requejo et al. (2017),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
ZCZSc,Riveiro et al. (2019),Density,Liquid,AARQjp,CC(O)C(=O)O,2-hydroxypropanoic acid,AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
ybeTI,Rocha et al. (2013a),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
BBRkJ,Rocha et al. (2013a),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,
yOqTU,Rocha et al. (2013a),Density,Liquid,ABQHTW,CCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-nonyl-3-methylimidazolium hexafluorophosphate,,,,,,
FEKiC,Rocha et al. (2013a),Density,Liquid,ABFSRj,CCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-pentylimidazolium hexafluorophosphate,,,,,,
qbhWH,Rocha et al. (2013a),Density,Liquid,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,,,
vrOvC,Rocha et al. (2013a),Density,Liquid,ABKmJc,CCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-heptyl-3-methylimidazolium hexafluorophosphate,,,,,,
ImNmD,Rocha et al. (2013b),Density,Liquid,ABUcyg,Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",,,,,,
PAAoA,Rocha et al. (2016a),Density,Liquid,ACVBCn,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium oleate,,,,,,
IRQlH,Rocha et al. (2016a),Density,Liquid,ABzrbt,CCCCC(CC)CCC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium 4-ethyloctanoate,,,,,,
grXxm,Rocha et al. (2016a),Density,Liquid,ACSRXf,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,tetrahexylammonium oleate,,,,,,
UWMaZ,Rocha et al. (2016a),Density,Liquid,ACnvjZ,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,tetraoctylammonium oleate,,,,,,
ooIni,Rocha et al. (2016b),Density,Liquid,ABsNqH,CCCCCCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-2-octylpyridin-1-ium bis((trifluoromethyl)sulfonyl)imide,,,,,,
RpMpM,Rocha et al. (2016b),Density,Liquid,ABpclp,CCCCCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-2-heptylpyridin-1-ium bis((trifluoromethyl)sulfonyl)imide,,,,,,
FKapX,Rocha et al. (2016b),Density,Liquid,ABmsgs,CCCCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-2-hexylpyridin-1-ium bis((trifluoromethyl)sulfonyl)imide,,,,,,
zVMXD,Rocha et al. (2016b),Density,Liquid,ABkIOJ,CCCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-2-pentylpyridin-1-ium bis((trifluoromethyl)sulfonyl)imide,,,,,,
yDivz,Rocha et al. (2016b),Density,Liquid,ABenBb,CCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-2-propylpyridin-1-ium bis((trifluoromethyl)sulfonyl)imide,,,,,,
lbBSr,Rocha et al. (2016b),Density,Liquid,ABcDcL,CCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,2-diethylpyridin-1-ium bis((trifluoromethyl)sulfonyl)imide",,,,,,
SSdyj,Rocha et al. (2016b),Density,Liquid,ABhYJM,CCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-butyl-1-ethylpyridin-1-ium bis((trifluoromethyl)sulfonyl)imide,,,,,,
aBGGZ,Rodrigues et al. (2016),Density,Liquid,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,,,,
KAwvh,Rodrigues et al. (2016),Density,Liquid,ABfwWx,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpiperidinium bis(trifluoromethanesulfonyl)imide,,,,,,
IFRiG,Rodrigues et al. (2016),Density,Liquid,ABchCs,CC(C)C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide,,,,,,
UrhXF,Rodrigues et al. (2016),Density,Liquid,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
Cksec,Rodrigues et al. (2016),Density,Liquid,ABdMGT,CC(C)C[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)imide,,,,,,
eNdaH,Rodrigues et al. (2016),Density,Liquid,ABenlK,Cc1ccc[n+](CC(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)imide,,,,,,
eOmGh,Safarov et al. (2018c),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,,,
qoLDP,Sardar et al. (2017),Density,Liquid,ABOWhJ,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium 2-acrylamido-2-methylpropanesulfonate,,,,,,
lyHBx,Sardar et al. (2017),Density,Liquid,ABPBaL,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].CCCC[N+]1(C)CCCC1,1-butyl-1-methylpyrrolidinium 2-acrylamido-2-methylpropanesulfonate,,,,,,
aKfQm,Sardar et al. (2017),Density,Liquid,ABNsgG,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].CCCC[n+]1ccccc1,1-butylpyridinium 2-acrylamido-2-methylpropanesulfonate,,,,,,
FOrtz,Sardar et al. (2017),Density,Liquid,ABJCvB,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium 2-acrylamido-2-methylpropanesulfonate,,,,,,
yfFek,Sardar et al. (2017),Density,Liquid,ABUyal,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].Cn1cc[n+](Cc2ccccc2)c1,1-benzyl-3-methylimidazolium 2-acrylamido-2-methylpropanesulfonate,,,,,,
tyndn,Seki et al. (2010),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
DVaoN,Seki et al. (2010),Density,Liquid,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,,,
qyyJc,Seki et al. (2010),Density,Liquid,ABchla,CC[n+]1c(C)cc(C)n1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3,5-trimethylpyrazolium bis(trifluoromethanesulfonyl)amide",,,,,,
fljHK,Seki et al. (2010),Density,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",,,,,,
QHboV,Seki et al. (2010),Density,Liquid,ABqZuM,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",,,,,,
PTfYI,Seki et al. (2010),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,
syKTv,Seki et al. (2010),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,
YXdml,Seki et al. (2010),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,,,,
ImwYP,Seki et al. (2010),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,
CagOM,Seki et al. (2010),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,,,
wBKjP,Seki et al. (2010),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,,,
iAsnl,Seki et al. (2010),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,,,,
dMEQf,Seki et al. (2010),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,,,,
ndwJq,Seki et al. (2012),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,,,
GQfTE,Seki et al. (2012),Density,Liquid,ABGHIS,CC[n+]1cccc(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methylpyridinium bis(fluorosulfonyl)amide,,,,,,
ATDRY,Seki et al. (2012),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,,,,
QiMRG,Seki et al. (2012),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,,,
CtPjJ,Seki et al. (2012),Density,Liquid,ACiSyv,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1-butyl-3-methyl-1H-imidazolium bis(perfluorobutylsulfonyl)amide,,,,,,
XPJBg,Seki et al. (2012),Density,Liquid,ACCxcQ,CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,,,,
eQPwD,Seki et al. (2012),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,,,
YrOng,Seki et al. (2012),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,,,,,,
XQsVQ,Seki et al. (2012),Density,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,,,
wRooa,Seki et al. (2012),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,,,
fBXmF,Seki et al. (2012),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
wCXNP,Seki et al. (2012),Density,Liquid,ABHPAi,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,,,,,,
ShaXP,Seki et al. (2012),Density,Liquid,ABDWxN,CC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethylpyridinium bis(fluorosulfonyl)amide,,,,,,
WbqbG,Seki et al. (2012),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,,,,,,
TdXQq,Seki et al. (2012),Density,Liquid,ABOLEL,CCCCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-hexylpyridinium bis(fluorosulfonyl)amide,,,,,,
kFnAm,Seki et al. (2012),Density,Liquid,ABEAsp,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,,,,,,
prjlF,Seki et al. (2019),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
RlnMN,Seki et al. (2019),Density,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",,,,,,
oxXWq,Seki et al. (2019),Density,Liquid,ABmOjS,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,,,,,,
rfWKM,Seki et al. (2019),Density,Liquid,ABjAjC,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,,,,,,
zbtsO,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,,,,
CeDhP,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,,,,,,
ENVYB,Seki et al. (2019),Density,Liquid,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,,,
SjWKa,Seki et al. (2019),Density,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,,,,,,
XyESZ,Seki et al. (2019),Density,Liquid,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,,,
FwvLp,Shekaari et al. (2015d),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAQJlb,C1CCCCC1,cyclohexane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qNmpa,Singh et al. (2023c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
TxIPV,Souckova et al. (2015a),Density,Liquid,AAwYRR,CCCn1cc[n+](C)c1.[I-],1-methyl-3-propylimidazolium iodide,,,,,,
UYvVv,Stodt et al. (2019),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,
JdyAm,Stodt et al. (2019),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,
ZQaER,Stoppa et al. (2009),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
mcPWv,Syal et al. (2021),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water,,,
rCDKR,Tariq et al. (2010),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,,,,,,
hzifH,Tian et al. (2008),Density,Liquid,AAOMVC,CCOC=O,ethyl methanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
pxgZW,Tian et al. (2008),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
rIpCs,Tian et al. (2008),Density,Liquid,AALIPU,CC(C)=O,acetone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
aOPft,Tian et al. (2008),Density,Liquid,AALcpn,COC=O,methyl methanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
oKzVO,Tong et al. (2006),Density,Liquid,ABaqFN,CCCCCn1cc[n+](C)c1.Cl[In-](Cl)(Cl)Cl,1-methyl-3-pentylimidazolium tetrachloroindate,,,,,,
Vfgqi,Tong et al. (2006),Density,Liquid,ABJwdb,CCCCC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,1-methyl-3-pentylimidazolium aluminum tetrachloride,,,,,,
Bxqrf,Tong et al. (2006),Density,Liquid,ABSHZM,CCCCCn1cc[n+](C)c1.Cl[Ga-](Cl)(Cl)Cl,1-methyl-3-pentylimidazolium gallium tetrachloride,,,,,,
kXQup,Vasantha et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate
xuWtp,Vasantha et al. (2013),Density,Liquid,AAVxel,O=C1CNC(=O)CN1,"2,5-diketopiperazine",AADYJk,O,water,AAmPLu,CC[NH+](CC)CC.O=P([O-])(O)O,triethylammonium dihydrogen phosphate
unIpi,Vasantha et al. (2013),Density,Liquid,AAZfHj,O=C(O)CNCC(=O)O,N-(carboxymethyl)glycine,AADYJk,O,water,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate
ELAdy,Vasantha et al. (2013),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAmQWi,CC[NH+](CC)CC.O=S(=O)([O-])O,triethylammonium hydrogen sulfate
EmqpG,Wang et al. (2003),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
FEklr,Wang et al. (2003),Density,Liquid,AANtck,CCC(C)=O,butanone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
IzFgf,Wang et al. (2003),Density,Liquid,AAHueB,CC#N,acetonitrile,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
SBSap,Wang et al. (2005),Density,Liquid,AALIPU,CC(C)=O,acetone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
